 Nascidos vivos - Brasil
Nascim p/resid.mãeNascim p/ocorrênc por Município
Período:2000-2022
"Município";"Nascim_p/resid.mãe";"Nascim_p/ocorrênc"
"351890 GUZOLANDIA";1377;29
"351900 HERCULANDIA";2580;10
"351905 HOLAMBRA";4257;31
"351907 HORTOLANDIA";64337;26881
"351910 IACANGA";2936;2567
"351920 IACRI";1542;259
"351925 IARAS";1565;6
"351930 IBATE";11230;7127
"351940 IBIRA";2980;636
"351950 IBIRAREMA";1876;9
"351960 IBITINGA";15839;15462
"351970 IBIUNA";25533;18243
"351980 ICEM";2433;13
"351990 IEPE";2260;1926
"352000 IGARACU DO TIETE";7035;12
"352010 IGARAPAVA";7899;5477
"352020 IGARATA";3140;57
"352030 IGUAPE";9524;877
"352040 ILHABELA";10925;8918
"352042 ILHA COMPRIDA";2873;94
"352044 ILHA SOLTEIRA";6361;8872
"352050 INDAIATUBA";66309;63667
"352060 INDIANA";1310;10
"352070 INDIAPORA";947;880
"352080 INUBIA PAULISTA";893;2
"352090 IPAUSSU";4328;2869
"352100 IPERO";7891;78
"352110 IPEUNA";1945;17
"352115 IPIGUA";1316;8
"352120 IPORANGA";1425;70
"352130 IPUA";4516;3133
"352140 IRACEMAPOLIS";5734;20
"352150 IRAPUA";1916;16
"352160 IRAPURU";1581;107
"352170 ITABERA";5778;3304
"352180 ITAI";7821;4851
"352190 ITAJOBI";3770;629
"352200 ITAJU";815;2
"352210 ITANHAEM";31581;42367
"352215 ITAOCA";1051;40
"352220 ITAPECERICA DA SERRA";66689;87250
"352230 ITAPETININGA";50246;59974
"352240 ITAPEVA";34829;56443
"352250 ITAPEVI";89295;97033
"352260 ITAPIRA";18218;18021
"352265 ITAPIRAPUA PAULISTA";1546;242
"352270 ITAPOLIS";10899;10111
"352280 ITAPORANGA";4852;6017
"352290 ITAPUI";3841;1934
"352300 ITAPURA";1230;5
"352310 ITAQUAQUECETUBA";129952;85433
"352320 ITARARE";16558;18074
"352330 ITARIRI";3951;161
"352340 ITATIBA";31294;30287
"352350 ITATINGA";6747;456
"352360 ITIRAPINA";3957;2164
"352370 ITIRAPUA";1725;3
"352380 ITOBI";2029;10
"352390 ITU";53723;54244
"352400 ITUPEVA";16652;6693
"352410 ITUVERAVA";11331;16481
"352420 JABORANDI";1775;439
"352430 JABOTICABAL";19701;22218
"352440 JACAREI";71798;72862
"352450 JACI";1701;365
"352460 JACUPIRANGA";5844;368
"352470 JAGUARIUNA";15637;15460
"352480 JALES";12233;21350
"352490 JAMBEIRO";1456;100
"352500 JANDIRA";39591;9522
"352510 JARDINOPOLIS";12217;1522
"352520 JARINU";8651;157
"352530 JAU";38102;53368
"352540 JERIQUARA";996;5
"352550 JOANOPOLIS";3366;1292
"352560 JOAO RAMALHO";1393;1
"352570 JOSE BONIFACIO";9915;8334
"352580 JULIO MESQUITA";1501;10
"352585 JUMIRIM";769;6
"352590 JUNDIAI";124139;221848
"352600 JUNQUEIROPOLIS";5087;9818
"352610 JUQUIA";7378;7114
"352620 JUQUITIBA";10935;1709
"352630 LAGOINHA";1074;115
"352640 LARANJAL PAULISTA";8216;10471
"352650 LAVINIA";1191;1
"352660 LAVRINHAS";2423;8
"352670 LEME";28908;27085
"352680 LENCOIS PAULISTA";19836;18140
"352690 LIMEIRA";82850;100360
"352700 LINDOIA";1685;10
"352710 LINS";21109;33938
"352720 LORENA";28151;41464
"352725 LOURDES";490;-
"352730 LOUVEIRA";14570;7287
"352740 LUCELIA";4988;3639
"352750 LUCIANOPOLIS";691;3
"352760 LUIS ANTONIO";3658;63
"352770 LUIZIANIA";1545;1413
"352780 LUPERCIO";1367;11
"352790 LUTECIA";827;1
"352800 MACATUBA";5242;5393
"352810 MACAUBAL";1651;2
"352820 MACEDONIA";810;72
"352830 MAGDA";768;5
"352840 MAIRINQUE";15732;4690
"352850 MAIRIPORA";25638;12546
"352860 MANDURI";2391;325
"352870 MARABA PAULISTA";949;4
"352880 MARACAI";3981;2543
"352885 MARAPOAMA";654;1
"352890 MARIAPOLIS";920;3
"352900 MARILIA";66615;91586
"352910 MARINOPOLIS";489;1
"352920 MARTINOPOLIS";6792;5323
"352930 MATAO";22981;26738
"352940 MAUA";136468;114344
"352950 MENDONCA";1151;6
"352960 MERIDIANO";922;3
"352965 MESOPOLIS";561;12
"352970 MIGUELOPOLIS";6480;5821
"352980 MINEIROS DO TIETE";3536;13
"352990 MIRACATU";8356;298
"353000 MIRA ESTRELA";623;1
"353010 MIRANDOPOLIS";6867;11494
"353020 MIRANTE DO PARANAPANEMA";4354;133
"353030 MIRASSOL";15727;11459
"353040 MIRASSOLANDIA";1168;4
"353050 MOCOCA";19684;21834
"353060 MOGI DAS CRUZES";140361;170401
"353070 MOGI GUACU";42911;45396
"353080 MOGI MIRIM";25408;25977
"353090 MOMBUCA";1207;1
"353100 MONCOES";510;3
"353110 MONGAGUA";15696;6832
"353120 MONTE ALEGRE DO SUL";1636;3
"353130 MONTE ALTO";12132;11796
"353140 MONTE APRAZIVEL";5207;2887
"353150 MONTE AZUL PAULISTA";5590;5888
"353160 MONTE CASTELO";1049;1
"353170 MONTEIRO LOBATO";964;22
"353180 MONTE MOR";18937;11155
"353190 MORRO AGUDO";9770;7955
"353200 MORUNGABA";3863;1874
"353205 MOTUCA";1169;4
"353210 MURUTINGA DO SUL";782;151
"353215 NANTES";913;2
"353220 NARANDIBA";1586;8
"353230 NATIVIDADE DA SERRA";1590;15
"353240 NAZARE PAULISTA";5152;2996
"353250 NEVES PAULISTA";1895;92
"353260 NHANDEARA";2295;7242
"353270 NIPOA";1371;1
"353280 NOVA ALIANCA";1589;7
"353282 NOVA CAMPINA";3245;27
"353284 NOVA CANAA PAULISTA";415;-
"353286 NOVA CASTILHO";297;19
"353290 NOVA EUROPA";3024;2097
"353300 NOVA GRANADA";5752;6621
"353310 NOVA GUATAPORANGA";535;34
"353320 NOVA INDEPENDENCIA";915;2
"353325 NOVAIS";1359;7
"353330 NOVA LUZITANIA";857;5
"353340 NOVA ODESSA";15227;7194
"353350 NOVO HORIZONTE";10779;10926
"353360 NUPORANGA";1791;15
"353370 OCAUCU";1437;12
"353380 OLEO";697;4
"353390 OLIMPIA";14957;19343
"353400 ONDA VERDE";1290;6
"353410 ORIENTE";1703;9
"353420 ORINDIUVA";1745;3
"353430 ORLANDIA";12070;15184
"353440 OSASCO";243061;238632
"353450 OSCAR BRESSANE";503;-
"353460 OSVALDO CRUZ";7506;8494
"353470 OURINHOS";32355;40373
"353475 OUROESTE";2509;1746
"353480 OURO VERDE";2529;2
"353490 PACAEMBU";2738;1458
"353500 PALESTINA";2688;134
"353510 PALMARES PAULISTA";3246;9
"353520 PALMEIRA D'OESTE";2247;1223
"353530 PALMITAL";5891;6441
"353540 PANORAMA";5071;3814
"353550 PARAGUACU PAULISTA";13473;12253
"353560 PARAIBUNA";5106;218
"353570 PARAISO";1516;12
"353580 PARANAPANEMA";6170;4726
"353590 PARANAPUA";1070;671
"353600 PARAPUA";2497;390
"353610 PARDINHO";2081;27
"353620 PARIQUERA-ACU";6902;44828
"353625 PARISI";597;9
"353630 PATROCINIO PAULISTA";4643;4872
"353640 PAULICEIA";2154;7
"353650 PAULINIA";29577;17441
"353657 PAULISTANIA";513;2
"353660 PAULO DE FARIA";2426;1005
"353670 PEDERNEIRAS";13239;9625
"353680 PEDRA BELA";1625;16
"353690 PEDRANOPOLIS";532;40
"353700 PEDREGULHO";5138;5669
"353710 PEDREIRA";11575;8597
"353715 PEDRINHAS PAULISTA";677;1
"353720 PEDRO DE TOLEDO";3123;77
"353730 PENAPOLIS";17334;23916
"353740 PEREIRA BARRETO";6979;5259
"353750 PEREIRAS";2173;3
"353760 PERUIBE";23709;15247
"353770 PIACATU";1405;7
"353780 PIEDADE";16469;13384
"353790 PILAR DO SUL";9669;10078
"353800 PINDAMONHANGABA";51341;68038
"353810 PINDORAMA";3615;17
"353820 PINHALZINHO";3391;42
"353830 PIQUEROBI";811;13
"353850 PIQUETE";3707;155
"353860 PIRACAIA";8037;4994
"353870 PIRACICABA";116086;133644
"353880 PIRAJU";8872;12284
"353890 PIRAJUI";5534;4726
"353900 PIRANGI";2699;2257
"353910 PIRAPORA DO BOM JESUS";5476;122
"353920 PIRAPOZINHO";7051;62
"353930 PIRASSUNUNGA";19979;18237
"353940 PIRATININGA";3663;111
"353950 PITANGUEIRAS";12245;9584
"353960 PLANALTO";1459;5
"353970 PLATINA";1016;16
"353980 POA";38053;329
"353990 POLONI";1412;1
"354000 POMPEIA";5642;4214
"354010 PONGAI";747;5
"354020 PONTAL";14079;10310
"354025 PONTALINDA";1243;1
"354030 PONTES GESTAL";682;1
"354040 POPULINA";1055;1354
"354050 PORANGABA";2107;24
"354060 PORTO FELIZ";15611;13697
"354070 PORTO FERREIRA";15264;13660
"354075 POTIM";5755;8
"354080 POTIRENDABA";4351;1548
"354085 PRACINHA";396;-
"354090 PRADOPOLIS";5058;61
"354100 PRAIA GRANDE";93457;56791
"354105 PRATANIA";1716;2
"354110 PRESIDENTE ALVES";1126;6
"354120 PRESIDENTE BERNARDES";3134;1692
"354130 PRESIDENTE EPITACIO";13015;12103
"354140 PRESIDENTE PRUDENTE";63352;113817
"354150 PRESIDENTE VENCESLAU";9959;11920
"354160 PROMISSAO";11061;8305
"354165 QUADRA";911;57
"354170 QUATA";3828;30
"354180 QUEIROZ";1017;-
"354190 QUELUZ";3196;911
"354200 QUINTANA";1774;1
"354210 RAFARD";2686;12
"354220 RANCHARIA";8993;11341
"354230 REDENCAO DA SERRA";1110;23
"354240 REGENTE FEIJO";5284;3033
"354250 REGINOPOLIS";1390;9
"354260 REGISTRO";20475;38284
"354270 RESTINGA";2449;8
"354280 RIBEIRA";1150;100
"354290 RIBEIRAO BONITO";3917;2928
"354300 RIBEIRAO BRANCO";7525;3416
"354310 RIBEIRAO CORRENTE";1465;9
"354320 RIBEIRAO DO SUL";1191;2
"354323 RIBEIRAO DOS INDIOS";480;1
"354325 RIBEIRAO GRANDE";2419;7
"354330 RIBEIRAO PIRES";33969;35523
"354340 RIBEIRAO PRETO";183030;255776
"354350 RIVERSUL";1884;373
"354360 RIFAINA";929;1
"354370 RINCAO";3246;22
"354380 RINOPOLIS";2465;1091
"354390 RIO CLARO";54446;67139
"354400 RIO DAS PEDRAS";9446;4292
"354410 RIO GRANDE DA SERRA";14338;109
"354420 RIOLANDIA";2834;465
"354425 ROSANA";6297;8881
"354430 ROSEIRA";3013;300
"354440 RUBIACEA";696;4
"354450 RUBINEIA";661;-
"354460 SABINO";1338;24
"354470 SAGRES";661;23
"354480 SALES";1404;8
"354490 SALES OLIVEIRA";2881;1493
"354500 SALESOPOLIS";5515;2306
"354510 SALMOURAO";1373;8
"354515 SALTINHO";1875;6
"354520 SALTO";34928;31076
"354530 SALTO DE PIRAPORA";13065;7978
"354540 SALTO GRANDE";2735;2407
"354550 SANDOVALINA";1247;93
"354560 SANTA ADELIA";4015;1060
"354570 SANTA ALBERTINA";1440;459
"354580 SANTA BARBARA D'OESTE";51892;32453
"354600 SANTA BRANCA";3838;102
"354610 SANTA CLARA D'OESTE";579;4
"354620 SANTA CRUZ DA CONCEICAO";817;19
"354625 SANTA CRUZ DA ESPERANCA";564;2
"354630 SANTA CRUZ DAS PALMEIRAS";9513;8798
"354640 SANTA CRUZ DO RIO PARDO";13877;16193
"354650 SANTA ERNESTINA";1586;4
"354660 SANTA FE DO SUL";8264;12740
"354670 SANTA GERTRUDES";7263;10
"354680 SANTA ISABEL";17537;22482
"354690 SANTA LUCIA";2645;17
"354700 SANTA MARIA DA SERRA";1815;209
"354710 SANTA MERCEDES";814;40
"354720 SANTANA DA PONTE PENSA";293;1
"354730 SANTANA DE PARNAIBA";42620;4626
"354740 SANTA RITA D'OESTE";519;4
"354750 SANTA RITA DO PASSA QUATRO";6250;5933
"354760 SANTA ROSA DE VITERBO";6501;2400
"354765 SANTA SALETE";298;2
"354770 SANTO ANASTACIO";5473;3663
"354780 SANTO ANDRE";207364;244050
"354790 SANTO ANTONIO DA ALEGRIA";1716;418
"354800 SANTO ANTONIO DE POSSE";6388;88
"354805 SANTO ANTONIO DO ARACANGUA";2113;6
"354810 SANTO ANTONIO DO JARDIM";1477;3
"354820 SANTO ANTONIO DO PINHAL";2103;21
"354830 SANTO EXPEDITO";780;-
"354840 SANTOPOLIS DO AGUAPEI";1314;8
"354850 SANTOS";113985;264713
"354860 SAO BENTO DO SAPUCAI";2988;5089
"354870 SAO BERNARDO DO CAMPO";248752;245799
"354880 SAO CAETANO DO SUL";38381;32803
"354890 SAO CARLOS";67440;76464
"354900 SAO FRANCISCO";672;-
"354910 SAO JOAO DA BOA VISTA";23329;29479
"354920 SAO JOAO DAS DUAS PONTES";654;2
"354925 SAO JOAO DE IRACEMA";443;29
"354930 SAO JOAO DO PAU D'ALHO";467;35
"354940 SAO JOAQUIM DA BARRA";14091;15253
"354950 SAO JOSE DA BELA VISTA";2666;18
"354960 SAO JOSE DO BARREIRO";1141;34
"354970 SAO JOSE DO RIO PARDO";15305;21029
"354980 SAO JOSE DO RIO PRETO";119584;191370
"354990 SAO JOSE DOS CAMPOS";212864;231306
"354995 SAO LOURENCO DA SERRA";4613;132
"355000 SAO LUIS DO PARAITINGA";2756;329
"355010 SAO MANUEL";12114;11003
"355020 SAO MIGUEL ARCANJO";10509;3671
"355030 SAO PAULO";3937425;4335864
"355040 SAO PEDRO";9119;5573
"355050 SAO PEDRO DO TURVO";2225;13
"355060 SAO ROQUE";25109;47959
"355070 SAO SEBASTIAO";28837;30000
"355080 SAO SEBASTIAO DA GRAMA";3112;1491
"355090 SAO SIMAO";3878;1429
"355100 SAO VICENTE";113161;48136
"355110 SARAPUI";2653;9
"355120 SARUTAIA";1191;5
"355130 SEBASTIANOPOLIS DO SUL";713;2
"355140 SERRA AZUL";2962;58
"355150 SERRANA";14435;8052
"355160 SERRA NEGRA";7255;7150
"355170 SERTAOZINHO";36235;48191
"355180 SETE BARRAS";5110;107
"355190 SEVERINIA";4727;28
"355200 SILVEIRAS";1665;44
"355210 SOCORRO";9663;7827
"355220 SOROCABA";197001;252431
"355230 SUD MENNUCCI";2359;2031
"355240 SUMARE";83592;57309
"355250 SUZANO";101662;96498
"355255 SUZANAPOLIS";960;71
"355260 TABAPUA";2862;994
"355270 TABATINGA";4648;4623
"355280 TABOAO DA SERRA";101347;136672
"355290 TACIBA";1776;-
"355300 TAGUAI";3892;3452
"355310 TAIACU";1557;18
"355320 TAIUVA";1317;140
"355330 TAMBAU";6885;5952
"355340 TANABI";6139;4654
"355350 TAPIRAI";2843;146
"355360 TAPIRATIBA";3304;2272
"355365 TAQUARAL";770;7
"355370 TAQUARITINGA";15715;15440
"355380 TAQUARITUBA";7389;7695
"355385 TAQUARIVAI";2074;16
"355390 TARABAI";2107;28
"355395 TARUMA";4489;15
"355400 TATUI";37695;43961
"355410 TAUBATE";89356;86362
"355420 TEJUPA";1745;7
"355430 TEODORO SAMPAIO";7584;4688
"355440 TERRA ROXA";2403;1366
"355450 TIETE";11109;15291
"355460 TIMBURI";594;6
"355465 TORRE DE PEDRA";609;5
"355470 TORRINHA";2281;401
"355475 TRABIJU";434;1
"355480 TREMEMBE";11983;5786
"355490 TRES FRONTEIRAS";1433;1
"355495 TUIUTI";1418;3
"355500 TUPA";17327;25423
"355510 TUPI PAULISTA";3107;4378
"355520 TURIUBA";369;3
"355530 TURMALINA";331;2
"355535 UBARANA";1767;175
"355540 UBATUBA";28956;24392
"355550 UBIRAJARA";1538;12
"355560 UCHOA";2378;18
"355570 UNIAO PAULISTA";496;3
"355580 URANIA";2199;701
"355590 URU";320;1
"355600 URUPES";3103;997
"355610 VALENTIM GENTIL";3327;4
"355620 VALINHOS";29958;25789
"355630 VALPARAISO";7051;4755
"355635 VARGEM";2329;6
"355640 VARGEM GRANDE DO SUL";12661;12266
"355645 VARGEM GRANDE PAULISTA";16354;131
"355650 VARZEA PAULISTA";36444;371
"355660 VERA CRUZ";2967;142
"355670 VINHEDO";20033;14240
"355680 VIRADOURO";5408;2979
"355690 VISTA ALEGRE DO ALTO";1920;19
"355695 VITORIA BRASIL";466;-
"355700 VOTORANTIM";38499;28522
"355710 VOTUPORANGA";23315;37443
"355715 ZACARIAS";571;2
"355720 CHAVANTES";4097;4688
"355730 ESTIVA GERBI";2913;15
" MUNICIPIO IGNORADO - PR";129;2
"410010 ABATIA";2285;860
"410020 ADRIANOPOLIS";1872;94
"410030 AGUDOS DO SUL";2679;99
"410040 ALMIRANTE TAMANDARE";41189;922
"410045 ALTAMIRA DO PARANA";1525;1060
"410050 ALTONIA";5962;5275
"410060 ALTO PARANA";3972;1805
"410070 ALTO PIQUIRI";3127;247
"410080 ALVORADA DO SUL";2463;1027
"410090 AMAPORA";1857;925
"410100 AMPERE";5727;4430
"410105 ANAHY";808;5
"410110 ANDIRA";6285;5524
"410115 ANGULO";879;2
"410120 ANTONINA";6364;5001
"410130 ANTONIO OLINTO";1794;17
"410140 APUCARANA";38964;54947
"410150 ARAPONGAS";33932;34126
"410160 ARAPOTI";9408;4196
"410165 ARAPUA";1145;-
"410170 ARARUNA";4294;4210
"410180 ARAUCARIA";48722;36724
"410185 ARIRANHA DO IVAI";770;-
"410190 ASSAI";4991;6847
"410200 ASSIS CHATEAUBRIAND";9779;10375
"410210 ASTORGA";7522;7915
"410220 ATALAIA";927;229
"410230 BALSA NOVA";3942;472
"410240 BANDEIRANTES";10448;12478
"410250 BARBOSA FERRAZ";3297;2567
"410260 BARRACAO";3278;2208
"410270 BARRA DO JACARE";613;-
"410275 BELA VISTA DA CAROBA";1124;3
"410280 BELA VISTA DO PARAISO";4622;4281
"410290 BITURUNA";6872;5817
"410300 BOA ESPERANCA";1231;258
"410302 BOA ESPERANCA DO IGUACU";825;-
"410304 BOA VENTURA DE SAO ROQUE";2219;21
"410305 BOA VISTA DA APARECIDA";2739;712
"410310 BOCAIUVA DO SUL";4031;90
"410315 BOM JESUS DO SUL";1208;14
"410320 BOM SUCESSO";2172;1233
"410322 BOM SUCESSO DO SUL";867;-
"410330 BORRAZOPOLIS";2172;1163
"410335 BRAGANEY";1736;228
"410337 BRASILANDIA DO SUL";1030;1
"410340 CAFEARA";658;3
"410345 CAFELANDIA";5593;3287
"410347 CAFEZAL DO SUL";1183;5
"410350 CALIFORNIA";2630;7
"410360 CAMBARA";7121;4269
"410370 CAMBE";29693;24330
"410380 CAMBIRA";2157;5
"410390 CAMPINA DA LAGOA";5275;3511
"410395 CAMPINA DO SIMAO";1746;31
"410400 CAMPINA GRANDE DO SUL";16965;36488
"410405 CAMPO BONITO";1452;3
"410410 CAMPO DO TENENTE";2752;39
"410420 CAMPO LARGO";38106;52455
"410425 CAMPO MAGRO";8976;61
"410430 CAMPO MOURAO";29265;45451
"410440 CANDIDO DE ABREU";5762;4672
"410442 CANDOI";6169;7866
"410445 CANTAGALO";4881;3648
"410450 CAPANEMA";5635;5707
"410460 CAPITAO LEONIDAS MARQUES";5014;4196
"410465 CARAMBEI";7878;27
"410470 CARLOPOLIS";4483;2537
"410480 CASCAVEL";104007;136556
"410490 CASTRO";28849;28842
"410500 CATANDUVAS";3218;1718
"410510 CENTENARIO DO SUL";3163;2558
"410520 CERRO AZUL";5857;2949
"410530 CEU AZUL";3138;1138
"410540 CHOPINZINHO";6777;9507
"410550 CIANORTE";22426;31728
"410560 CIDADE GAUCHA";3771;2277
"410570 CLEVELANDIA";6731;4680
"410580 COLOMBO";83790;56354
"410590 COLORADO";6369;9484
"410600 CONGONHINHAS";2807;1803
"410610 CONSELHEIRO MAIRINCK";1052;390
"410620 CONTENDA";4973;972
"410630 CORBELIA";5167;2739
"410640 CORNELIO PROCOPIO";13031;28227
"410645 CORONEL DOMINGOS SOARES";2592;109
"410650 CORONEL VIVIDA";7588;5858
"410655 CORUMBATAI DO SUL";1194;-
"410657 CRUZEIRO DO IGUACU";1243;2
"410660 CRUZEIRO DO OESTE";6277;4371
"410670 CRUZEIRO DO SUL";1561;1133
"410680 CRUZ MACHADO";6045;4590
"410685 CRUZMALTINA";887;1
"410690 CURITIBA";552525;779857
"410700 CURIUVA";4712;6236
"410710 DIAMANTE DO NORTE";1459;746
"410712 DIAMANTE DO SUL";1245;12
"410715 DIAMANTE D'OESTE";1602;774
"410720 DOIS VIZINHOS";12980;11341
"410725 DOURADINA";2614;2103
"410730 DOUTOR CAMARGO";1387;106
"410740 ENEAS MARQUES";1674;523
"410750 ENGENHEIRO BELTRAO";3978;3708
"410752 ESPERANCA NOVA";507;-
"410753 ENTRE RIOS DO OESTE";1217;959
"410754 ESPIGAO ALTO DO IGUACU";1766;23
"410755 FAROL";1042;2
"410760 FAXINAL";5860;6052
"410765 FAZENDA RIO GRANDE";37642;18721
"410770 FENIX";1320;635
"410773 FERNANDES PINHEIRO";2199;11
"410775 FIGUEIRA";2692;1631
"410780 FLORAI";1212;479
"410785 FLOR DA SERRA DO SUL";1669;4
"410790 FLORESTA";2042;418
"410800 FLORESTOPOLIS";3638;1905
"410810 FLORIDA";748;38
"410820 FORMOSA DO OESTE";2000;1949
"410830 FOZ DO IGUACU";107472;112719
"410832 FRANCISCO ALVES";2288;909
"410840 FRANCISCO BELTRAO";27606;48406
"410845 FOZ DO JORDAO";2309;10
"410850 GENERAL CARNEIRO";5859;4218
"410855 GODOY MOREIRA";907;32
"410860 GOIOERE";8857;13056
"410865 GOIOXIM";2895;126
"410870 GRANDES RIOS";2268;1918
"410880 GUAIRA";11382;9667
"410890 GUAIRACA";2062;892
"410895 GUAMIRANGA";2521;11
"410900 GUAPIRAMA";1327;9
"410910 GUAPOREMA";544;-
"410920 GUARACI";1332;10
"410930 GUARANIACU";5194;7215
"410940 GUARAPUAVA";67797;84311
"410950 GUARAQUECABA";2647;1261
"410960 GUARATUBA";11805;10018
"410965 HONORIO SERPA";1993;1118
"410970 IBAITI";9615;7145
"410975 IBEMA";2330;1367
"410980 IBIPORA";15671;21315
"410990 ICARAIMA";2739;372
"411000 IGUARACU";1238;247
"411005 IGUATU";602;4
"411007 IMBAU";4352;33
"411010 IMBITUVA";11254;6493
"411020 INACIO MARTINS";4434;1509
"411030 INAJA";724;118
"411040 INDIANOPOLIS";1241;424
"411050 IPIRANGA";4918;2294
"411060 IPORA";4627;3533
"411065 IRACEMA DO OESTE";663;2
"411070 IRATI";18999;36879
"411080 IRETAMA";3605;2899
"411090 ITAGUAJE";1394;738
"411095 ITAIPULANDIA";3236;2639
"411100 ITAMBARACA";1891;16
"411110 ITAMBE";1651;636
"411120 ITAPEJARA D'OESTE";3166;861
"411125 ITAPERUCU";11146;7878
"411130 ITAUNA DO SUL";1305;785
"411140 IVAI";4869;3870
"411150 IVAIPORA";9659;20641
"411155 IVATE";2311;11
"411160 IVATUBA";670;288
"411170 JABOTI";1640;1518
"411180 JACAREZINHO";13725;13776
"411190 JAGUAPITA";3906;1954
"411200 JAGUARIAIVA";13056;13012
"411210 JANDAIA DO SUL";6063;5263
"411220 JANIOPOLIS";1870;1110
"411230 JAPIRA";1470;238
"411240 JAPURA";2163;1323
"411250 JARDIM ALEGRE";3601;2746
"411260 JARDIM OLINDA";477;2
"411270 JATAIZINHO";4048;859
"411275 JESUITAS";2364;1674
"411280 JOAQUIM TAVORA";3427;1926
"411290 JUNDIAI DO SUL";947;41
"411295 JURANDA";2415;1117
"411300 JUSSARA";2005;894
"411310 KALORE";1189;2038
"411320 LAPA";14972;13860
"411325 LARANJAL";2409;72
"411330 LARANJEIRAS DO SUL";12018;25551
"411340 LEOPOLIS";1085;2
"411342 LIDIANOPOLIS";1073;-
"411345 LINDOESTE";1750;491
"411350 LOANDA";7058;11340
"411360 LOBATO";1188;85
"411370 LONDRINA";160014;188031
"411373 LUIZIANA";2455;5
"411375 LUNARDELLI";1541;2041
"411380 LUPIONOPOLIS";1246;1291
"411390 MALLET";3952;2798
"411400 MAMBORE";4360;1434
"411410 MANDAGUACU";7050;2810
"411420 MANDAGUARI";10211;7006
"411430 MANDIRITUBA";8430;3987
"411435 MANFRINOPOLIS";865;11
"411440 MANGUEIRINHA";6913;5584
"411450 MANOEL RIBAS";4921;3598
"411460 MARECHAL CANDIDO RONDON";14971;15503
"411470 MARIA HELENA";1586;344
"411480 MARIALVA";10370;3651
"411490 MARILANDIA DO SUL";2905;14
"411500 MARILENA";2229;1685
"411510 MARILUZ";3602;565
"411520 MARINGA";105668;158398
"411530 MARIOPOLIS";1961;633
"411535 MARIPA";1571;1215
"411540 MARMELEIRO";4324;2160
"411545 MARQUINHO";1916;34
"411550 MARUMBI";1295;427
"411560 MATELANDIA";5764;5938
"411570 MATINHOS";10883;8728
"411573 MATO RICO";1180;15
"411575 MAUA DA SERRA";3487;14
"411580 MEDIANEIRA";15023;20214
"411585 MERCEDES";1439;140
"411590 MIRADOR";633;-
"411600 MIRASELVA";499;127
"411605 MISSAL";3101;4565
"411610 MOREIRA SALES";3724;395
"411620 MORRETES";5725;3295
"411630 MUNHOZ DE MELO";1034;646
"411640 NOSSA SENHORA DAS GRACAS";1137;424
"411650 NOVA ALIANCA DO IVAI";440;-
"411660 NOVA AMERICA DA COLINA";1061;-
"411670 NOVA AURORA";3542;3219
"411680 NOVA CANTU";2398;1439
"411690 NOVA ESPERANCA";8038;5885
"411695 NOVA ESPERANCA DO SUDOESTE";1718;986
"411700 NOVA FATIMA";2281;122
"411705 NOVA LARANJEIRAS";4671;1172
"411710 NOVA LONDRINA";3916;2479
"411720 NOVA OLIMPIA";1610;876
"411721 NOVA SANTA BARBARA";1294;7
"411722 NOVA SANTA ROSA";2339;830
"411725 NOVA PRATA DO IGUACU";3038;2176
"411727 NOVA TEBAS";2410;2113
"411729 NOVO ITACOLOMI";757;-
"411730 ORTIGUEIRA";8081;4786
"411740 OURIZONA";895;418
"411745 OURO VERDE DO OESTE";1804;11
"411750 PAICANDU";12295;4560
"411760 PALMAS";20830;23196
"411770 PALMEIRA";11251;8434
"411780 PALMITAL";6046;3657
"411790 PALOTINA";10192;10116
"411800 PARAISO DO NORTE";3885;3756
"411810 PARANACITY";3309;1271
"411820 PARANAGUA";56332;64752
"411830 PARANAPOEMA";906;378
"411840 PARANAVAI";27361;40801
"411845 PATO BRAGADO";1493;435
"411850 PATO BRANCO";27065;45858
"411860 PAULA FREITAS";1642;3
"411870 PAULO FRONTIN";1930;1848
"411880 PEABIRU";4003;1293
"411885 PEROBAL";1835;3
"411890 PEROLA";3040;920
"411900 PEROLA D'OESTE";1802;328
"411910 PIEN";3732;164
"411915 PINHAIS";44363;35255
"411920 PINHALAO";2168;3981
"411925 PINHAL DE SAO BENTO";853;5
"411930 PINHAO";13288;10836
"411940 PIRAI DO SUL";8894;5444
"411950 PIRAQUARA";34712;219
"411960 PITANGA";12162;16239
"411965 PITANGUEIRAS";775;-
"411970 PLANALTINA DO PARANA";1486;577
"411980 PLANALTO";3412;2287
"411990 PONTA GROSSA";119981;140729
"411995 PONTAL DO PARANA";6816;174
"412000 PORECATU";3787;2945
"412010 PORTO AMAZONAS";1393;599
"412015 PORTO BARREIRO";1162;2
"412020 PORTO RICO";775;609
"412030 PORTO VITORIA";1294;3
"412033 PRADO FERREIRA";1125;369
