 Nascidos vivos - Brasil;;;;;;;;;
Nascim p/resid.mãe por Município e Peso ao nascer;;;;;;;;;
Período:2000-2022;;;;;;;;;
Município;Menos de 500g;500 a 999g;1000 a 1499 g;1500 a 2499 g;2500 a 2999 g;3000 a 3999 g;4000g e mais;Ignorado;Total
314070 MATEUS LEME;16;46;65;810;2839;5645;265;8;9694
314080 MATIAS BARBOSA;2;20;41;293;1038;2065;112;5;3576
314085 MATIAS CARDOSO;2;12;19;207;782;2010;140;6;3178
314090 MATIPO;2;40;55;567;1882;4280;246;33;7105
314100 MATO VERDE;4;10;18;262;857;2344;162;18;3675
314110 MATOZINHOS;10;40;93;926;3131;6722;322;54;11298
314120 MATUTINA;1;4;5;87;230;547;24;-;898
314130 MEDEIROS;-;3;7;59;200;551;27;-;847
314140 MEDINA;6;28;38;432;1291;4452;393;9;6649
314150 MENDES PIMENTEL;3;8;12;96;307;1090;113;2;1631
314160 MERCES;2;12;17;166;510;1698;120;2;2527
314170 MESQUITA;4;4;19;137;498;1015;49;6;1732
314180 MINAS NOVAS;7;38;51;629;2040;5393;372;312;8842
314190 MINDURI;-;8;4;75;284;651;40;1;1063
314200 MIRABELA;4;8;30;303;1120;2758;195;13;4431
314210 MIRADOURO;1;7;17;171;694;1519;93;-;2502
314220 MIRAI;4;13;23;258;912;2408;173;2;3793
314225 MIRAVANIA;1;6;6;69;288;843;61;9;1283
314230 MOEDA;1;4;1;98;308;747;55;1;1215
314240 MOEMA;-;11;20;180;574;1223;61;5;2074
314250 MONJOLOS;-;-;3;53;182;374;14;1;627
314260 MONSENHOR PAULO;2;7;12;134;484;1195;67;2;1903
314270 MONTALVANIA;6;13;25;391;1313;3283;207;44;5282
314280 MONTE ALEGRE DE MINAS;5;13;33;325;1295;3199;140;43;5053
314290 MONTE AZUL;14;38;47;415;1379;4302;323;20;6538
314300 MONTE BELO;5;24;24;264;923;2063;109;5;3417
314310 MONTE CARMELO;9;62;84;1050;3915;9090;454;9;14673
314315 MONTE FORMOSO;1;6;8;88;327;922;57;193;1602
314320 MONTE SANTO DE MINAS;8;31;36;402;1462;3379;226;7;5551
314330 MONTES CLAROS;127;721;1109;10722;34070;85211;5410;13;137383
314340 MONTE SIAO;2;18;36;358;1135;3036;192;2;4779
314345 MONTEZUMA;3;8;10;146;466;1183;56;5;1877
314350 MORADA NOVA DE MINAS;2;10;14;164;546;1280;72;5;2093
314360 MORRO DA GARCA;1;2;6;66;207;457;37;2;778
314370 MORRO DO PILAR;1;5;2;50;162;503;31;4;758
314380 MUNHOZ;1;10;10;128;367;720;39;2;1277
314390 MURIAE;55;140;238;2076;6652;19389;1770;85;30405
314400 MUTUM;4;16;60;524;1760;5863;473;20;8720
314410 MUZAMBINHO;2;22;31;394;1502;3847;175;1;5974
314420 NACIP RAYDAN;1;3;4;51;163;470;40;3;735
314430 NANUQUE;4;55;95;917;3176;8709;680;24;13660
314435 NAQUE;2;5;19;186;538;1432;109;3;2294
314437 NATALANDIA;-;3;7;62;197;623;34;-;926
314440 NATERCIA;1;-;7;67;237;614;29;6;961
314450 NAZARENO;2;7;21;200;566;1253;61;15;2125
314460 NEPOMUCENO;9;46;67;603;2042;4363;201;7;7338
314465 NINHEIRA;1;7;18;186;591;1604;117;-;2524
314467 NOVA BELEM;1;8;10;75;275;769;76;-;1214
314470 NOVA ERA;13;32;54;414;1371;3466;248;1;5599
314480 NOVA LIMA;21;160;255;2483;7742;16401;748;16;27826
314490 NOVA MODICA;-;5;11;59;245;672;58;4;1054
314500 NOVA PONTE;9;22;26;277;926;2539;146;2;3947
314505 NOVA PORTEIRINHA;8;11;22;209;626;1517;103;1;2497
314510 NOVA RESENDE;5;10;17;294;1197;3205;171;7;4906
314520 NOVA SERRANA;36;168;226;2338;7851;18162;959;4;29744
314530 NOVO CRUZEIRO;1;44;80;1028;3262;6252;281;895;11843
314535 NOVO ORIENTE DE MINAS;-;12;19;210;702;1809;162;151;3065
314537 NOVORIZONTE;-;3;5;103;330;962;73;2;1478
314540 OLARIA;-;4;2;33;135;258;18;-;450
314545 OLHOS-D'AGUA;-;8;11;108;444;1177;75;8;1831
314550 OLIMPIO NORONHA;3;3;3;42;168;473;33;-;725
314560 OLIVEIRA;14;62;78;894;2805;6526;388;11;10778
314570 OLIVEIRA FORTES;-;2;5;41;135;208;9;-;400
314580 ONCA DE PITANGUI;1;2;8;45;191;409;18;-;674
314585 ORATORIOS;-;8;7;125;380;820;62;1;1403
314587 ORIZANIA;6;11;27;224;727;1560;88;9;2652
314590 OURO BRANCO;8;69;92;959;3130;6769;331;7;11365
314600 OURO FINO;4;32;59;577;1848;4778;265;12;7575
314610 OURO PRETO;27;115;175;1877;5985;11298;542;77;20096
314620 OURO VERDE DE MINAS;2;11;12;217;563;1436;109;61;2411
314625 PADRE CARVALHO;3;4;6;110;502;1178;95;8;1906
314630 PADRE PARAISO;7;20;57;430;1459;4800;467;19;7259
314640 PAINEIRAS;-;5;9;58;222;574;37;1;906
314650 PAINS;1;11;19;152;514;1261;76;1;2035
314655 PAI PEDRO;1;10;9;111;370;926;76;66;1569
314660 PAIVA;-;1;4;28;86;196;10;-;325
314670 PALMA;3;3;8;95;297;916;93;9;1424
314675 PALMOPOLIS;-;5;9;140;415;1279;121;19;1988
314690 PAPAGAIOS;4;27;43;383;1211;2876;163;4;4711
314700 PARACATU;31;126;212;2225;7787;19141;1233;71;30826
314710 PARA DE MINAS;26;149;199;2026;6569;16529;1041;4;26543
314720 PARAGUACU;9;28;44;492;1577;3519;151;3;5823
314730 PARAISOPOLIS;1;23;47;452;1598;3140;123;4;5388
314740 PARAOPEBA;13;29;62;578;1734;4424;311;21;7172
314750 PASSABEM;2;1;4;38;108;216;18;1;388
314760 PASSA QUATRO;3;27;38;335;1128;2914;167;3;4615
314770 PASSA TEMPO;1;9;9;162;443;933;50;-;1607
314780 PASSA-VINTE;-;1;3;33;86;318;14;-;455
314790 PASSOS;37;178;268;2843;8764;20127;1014;6;33237
314795 PATIS;-;2;11;124;379;947;60;9;1532
314800 PATOS DE MINAS;58;209;314;3536;10942;25139;1232;6;41436
314810 PATROCINIO;58;133;203;2257;7513;17131;950;18;28263
314820 PATROCINIO DO MURIAE;2;6;10;66;230;758;65;-;1137
314830 PAULA CANDIDO;1;14;29;191;642;1532;56;4;2469
314840 PAULISTAS;1;2;15;125;338;886;67;6;1440
314850 PAVAO;2;8;4;135;560;1636;177;4;2526
314860 PECANHA;5;26;44;446;1494;3713;258;36;6022
314870 PEDRA AZUL;18;34;79;751;2240;5162;309;36;8629
314875 PEDRA BONITA;1;11;15;218;713;1521;75;13;2567
314880 PEDRA DO ANTA;-;5;7;67;231;532;35;4;881
314890 PEDRA DO INDAIA;1;4;2;57;215;518;33;-;830
314900 PEDRA DOURADA;-;1;6;47;165;447;39;4;709
