 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Adeq quant pré-natal*
Período:2000-2022
"Município";"Não fez pré-natal";"Inadequado";"Intermediário";"Adequado";"Mais que adequado";"Não Classificados";"Não informado";"Total"
"352390 ITU";72;3712;981;946;14414;377;33221;53723
"352400 ITUPEVA";16;993;285;288;6054;202;8814;16652
"352410 ITUVERAVA";7;468;213;169;3127;70;7277;11331
"352420 JABORANDI";2;87;22;34;389;15;1226;1775
"352430 JABOTICABAL";31;937;226;269;5373;198;12667;19701
"352440 JACAREI";69;3106;1605;1674;17831;2532;44981;71798
"352450 JACI";-;103;25;35;637;9;892;1701
"352460 JACUPIRANGA";3;339;90;109;1583;28;3692;5844
"352470 JAGUARIUNA";18;899;199;260;5366;198;8697;15637
"352480 JALES";9;417;151;229;3430;437;7560;12233
"352490 JAMBEIRO";1;70;30;34;477;6;838;1456
"352500 JANDIRA";127;2305;1182;1195;9120;938;24724;39591
"352510 JARDINOPOLIS";21;795;138;193;3326;540;7204;12217
"352520 JARINU";12;757;240;237;2738;80;4587;8651
"352530 JAU";48;1521;719;830;11173;119;23692;38102
"352540 JERIQUARA";1;43;6;11;307;11;617;996
"352550 JOANOPOLIS";4;163;31;37;990;45;2096;3366
"352560 JOAO RAMALHO";2;79;29;32;397;11;843;1393
"352570 JOSE BONIFACIO";17;548;220;278;2845;82;5925;9915
"352580 JULIO MESQUITA";4;92;18;27;388;14;958;1501
"352585 JUMIRIM";-;42;1;4;300;4;418;769
"352590 JUNDIAI";77;5054;1928;2237;42872;239;71732;124139
"352600 JUNQUEIROPOLIS";2;165;88;113;1646;21;3052;5087
"352610 JUQUIA";16;381;143;177;1676;54;4931;7378
"352620 JUQUITIBA";31;668;261;281;2472;179;7043;10935
"352630 LAGOINHA";-;34;15;16;282;7;720;1074
"352640 LARANJAL PAULISTA";10;476;157;158;2500;22;4893;8216
"352650 LAVINIA";3;59;18;21;324;5;761;1191
"352660 LAVRINHAS";2;92;87;95;594;19;1534;2423
"352670 LEME";37;1050;289;409;8521;211;18391;28908
"352680 LENCOIS PAULISTA";12;243;322;505;6424;100;12230;19836
"352690 LIMEIRA";335;4562;1119;2754;22691;160;51229;82850
"352700 LINDOIA";1;133;40;41;409;31;1030;1685
"352710 LINS";59;867;523;493;6029;148;12990;21109
"352720 LORENA";6;1356;713;671;6591;1138;17676;28151
"352725 LOURDES";-;24;3;6;146;3;308;490
"352730 LOUVEIRA";15;579;176;226;5830;59;7685;14570
"352740 LUCELIA";3;198;76;86;1310;21;3294;4988
"352750 LUCIANOPOLIS";-;39;10;15;168;1;458;691
"352760 LUIS ANTONIO";5;272;23;57;889;221;2191;3658
"352770 LUIZIANIA";2;66;32;19;481;5;940;1545
"352780 LUPERCIO";1;95;18;12;351;4;886;1367
"352790 LUTECIA";1;28;10;12;221;4;551;827
"352800 MACATUBA";6;124;65;132;1428;11;3476;5242
"352810 MACAUBAL";2;92;16;19;535;9;978;1651
"352820 MACEDONIA";1;35;25;24;222;2;501;810
"352830 MAGDA";-;36;11;12;195;7;507;768
"352840 MAIRINQUE";14;1101;361;417;3847;176;9816;15732
"352850 MAIRIPORA";80;1337;702;764;6489;220;16046;25638
"352860 MANDURI";2;104;32;32;635;75;1511;2391
"352870 MARABA PAULISTA";-;59;24;41;194;4;627;949
"352880 MARACAI";5;178;30;25;1150;23;2570;3981
"352885 MARAPOAMA";-;14;5;11;263;1;360;654
"352890 MARIAPOLIS";-;23;5;14;288;4;586;920
"352900 MARILIA";120;4236;1351;1461;19147;458;39842;66615
"352910 MARINOPOLIS";1;18;5;5;100;19;341;489
"352920 MARTINOPOLIS";3;333;91;122;1936;101;4206;6792
"352930 MATAO";17;750;385;491;6712;79;14547;22981
"352940 MAUA";267;5982;2552;4410;34292;434;88531;136468
"352950 MENDONCA";2;51;18;24;516;9;531;1151
"352960 MERIDIANO";1;42;8;13;298;4;556;922
"352965 MESOPOLIS";-;31;9;7;161;15;338;561
"352970 MIGUELOPOLIS";4;333;118;126;1382;293;4224;6480
"352980 MINEIROS DO TIETE";5;139;34;51;1000;7;2300;3536
"352990 MIRACATU";9;438;147;163;1847;49;5703;8356
"353000 MIRA ESTRELA";1;15;5;2;238;3;359;623
"353010 MIRANDOPOLIS";10;363;141;162;1649;35;4507;6867
"353020 MIRANTE DO PARANAPANEMA";3;255;54;79;1130;125;2708;4354
"353030 MIRASSOL";15;849;338;408;4927;105;9085;15727
"353040 MIRASSOLANDIA";-;65;6;11;399;1;686;1168
"353050 MOCOCA";23;1104;179;197;5374;117;12690;19684
"353060 MOGI DAS CRUZES";786;8064;2726;2874;40754;94;85063;140361
"353070 MOGI GUACU";43;1279;570;677;9085;5223;26034;42911
"353080 MOGI MIRIM";22;1102;373;420;7214;316;15961;25408
"353090 MOMBUCA";1;108;20;26;321;3;728;1207
"353100 MONCOES";-;25;3;3;168;6;305;510
"353110 MONGAGUA";127;1214;475;461;4076;146;9197;15696
"353120 MONTE ALEGRE DO SUL";2;74;18;17;503;17;1005;1636
"353130 MONTE ALTO";15;776;129;153;3455;65;7539;12132
"353140 MONTE APRAZIVEL";4;254;58;85;1660;41;3105;5207
"353150 MONTE AZUL PAULISTA";3;286;60;134;1412;61;3634;5590
"353160 MONTE CASTELO";1;54;19;48;294;11;622;1049
"353170 MONTEIRO LOBATO";2;59;10;23;210;29;631;964
"353180 MONTE MOR";22;810;562;559;5985;251;10748;18937
"353190 MORRO AGUDO";14;474;64;105;2594;61;6458;9770
"353200 MORUNGABA";1;238;59;60;1116;17;2372;3863
"353205 MOTUCA";1;51;23;15;330;8;741;1169
"353210 MURUTINGA DO SUL";-;14;21;17;245;2;483;782
"353215 NANTES";3;27;4;7;298;7;567;913
"353220 NARANDIBA";-;108;17;29;506;46;880;1586
"353230 NATIVIDADE DA SERRA";3;108;71;44;326;13;1025;1590
"353240 NAZARE PAULISTA";11;391;110;163;1262;83;3132;5152
"353250 NEVES PAULISTA";2;100;18;26;653;4;1092;1895
"353260 NHANDEARA";1;79;21;35;670;22;1467;2295
"353270 NIPOA";1;76;19;40;483;10;742;1371
"353280 NOVA ALIANCA";4;91;25;37;564;4;864;1589
"353282 NOVA CAMPINA";1;198;36;29;930;3;2048;3245
"353284 NOVA CANAA PAULISTA";-;13;4;9;115;1;273;415
"353286 NOVA CASTILHO";-;16;5;8;87;3;178;297
"353290 NOVA EUROPA";1;127;27;44;858;60;1907;3024
"353300 NOVA GRANADA";12;385;96;119;1660;9;3471;5752
"353310 NOVA GUATAPORANGA";-;30;15;21;153;5;311;535
"353320 NOVA INDEPENDENCIA";-;20;26;25;382;11;451;915
"353325 NOVAIS";1;84;57;51;338;5;823;1359
"353330 NOVA LUZITANIA";-;37;18;23;184;4;591;857
"353340 NOVA ODESSA";29;791;263;298;4689;107;9050;15227
"353350 NOVO HORIZONTE";3;504;99;105;3467;33;6568;10779
"353360 NUPORANGA";1;71;21;54;582;9;1053;1791
"353370 OCAUCU";1;97;13;15;436;9;866;1437
"353380 OLEO";-;21;8;7;152;39;470;697
"353390 OLIMPIA";19;650;209;291;4716;79;8993;14957
"353400 ONDA VERDE";-;69;21;20;449;1;730;1290
"353410 ORIENTE";3;120;36;23;471;6;1044;1703
"353420 ORINDIUVA";1;72;13;20;572;2;1065;1745
"353430 ORLANDIA";5;377;111;349;3303;29;7896;12070
"353440 OSASCO";1146;13113;9669;7925;52196;2986;156026;243061
"353450 OSCAR BRESSANE";-;24;4;4;159;2;310;503
"353460 OSVALDO CRUZ";4;232;57;79;2455;10;4669;7506
"353470 OURINHOS";47;923;536;577;7267;2403;20602;32355
"353475 OUROESTE";1;93;27;32;813;103;1440;2509
"353480 OURO VERDE";3;166;42;66;607;10;1635;2529
"353490 PACAEMBU";-;97;30;49;691;70;1801;2738
"353500 PALESTINA";1;149;27;59;893;1;1558;2688
"353510 PALMARES PAULISTA";4;138;100;91;799;10;2104;3246
"353520 PALMEIRA D'OESTE";1;70;17;19;601;45;1494;2247
"353530 PALMITAL";7;228;50;67;1734;28;3777;5891
"353540 PANORAMA";4;376;84;118;1243;33;3213;5071
"353550 PARAGUACU PAULISTA";6;513;179;257;3924;49;8545;13473
"353560 PARAIBUNA";3;461;188;138;968;108;3240;5106
"353570 PARAISO";1;47;32;41;414;10;971;1516
"353580 PARANAPANEMA";7;260;98;110;1866;69;3760;6170
"353590 PARANAPUA";1;66;11;35;299;41;617;1070
"353600 PARAPUA";1;129;23;32;746;25;1541;2497
"353610 PARDINHO";2;107;37;34;655;3;1243;2081
"353620 PARIQUERA-ACU";4;385;87;141;1946;22;4317;6902
"353625 PARISI";-;22;3;11;232;13;316;597
"353630 PATROCINIO PAULISTA";7;153;114;130;897;509;2833;4643
"353640 PAULICEIA";3;150;46;53;729;19;1154;2154
"353650 PAULINIA";23;1644;348;373;9983;596;16610;29577
"353657 PAULISTANIA";1;32;10;17;158;1;294;513
"353660 PAULO DE FARIA";1;88;22;48;552;5;1710;2426
"353670 PEDERNEIRAS";9;706;153;213;3962;34;8162;13239
"353680 PEDRA BELA";2;111;22;39;458;11;982;1625
"353690 PEDRANOPOLIS";1;18;14;17;124;-;358;532
"353700 PEDREGULHO";9;187;56;91;1468;52;3275;5138
"353710 PEDREIRA";14;682;131;146;3014;264;7324;11575
"353715 PEDRINHAS PAULISTA";-;29;8;15;206;-;419;677
"353720 PEDRO DE TOLEDO";8;191;63;69;663;25;2104;3123
"353730 PENAPOLIS";6;631;322;320;5450;72;10533;17334
"353740 PEREIRA BARRETO";3;372;120;146;1648;127;4563;6979
"353750 PEREIRAS";4;142;69;64;650;8;1236;2173
"353760 PERUIBE";105;1464;437;390;5921;255;15137;23709
"353770 PIACATU";2;66;11;20;418;5;883;1405
"353780 PIEDADE";12;703;195;212;4590;514;10243;16469
"353790 PILAR DO SUL";6;601;180;303;2417;71;6091;9669
"353800 PINDAMONHANGABA";28;2171;819;882;15222;1328;30891;51341
"353810 PINDORAMA";4;88;68;66;1060;18;2311;3615
"353820 PINHALZINHO";9;236;132;134;865;20;1995;3391
"353830 PIQUEROBI";1;31;17;33;174;3;552;811
"353850 PIQUETE";-;197;60;107;745;149;2449;3707
"353860 PIRACAIA";26;475;120;159;2124;59;5074;8037
"353870 PIRACICABA";196;4750;2171;2815;35436;114;70604;116086
"353880 PIRAJU";6;375;130;172;2422;120;5647;8872
"353890 PIRAJUI";17;282;91;99;1484;22;3539;5534
"353900 PIRANGI";1;88;26;48;897;25;1614;2699
"353910 PIRAPORA DO BOM JESUS";21;340;134;154;1456;122;3249;5476
"353920 PIRAPOZINHO";4;383;105;105;1921;180;4353;7051
"353930 PIRASSUNUNGA";23;1337;361;430;5310;207;12311;19979
"353940 PIRATININGA";20;145;57;90;1203;8;2140;3663
"353950 PITANGUEIRAS";9;503;170;165;3172;122;8104;12245
"353960 PLANALTO";1;81;15;24;454;9;875;1459
"353970 PLATINA";-;63;20;25;238;4;666;1016
"353980 POA";87;2014;1184;1085;8481;623;24579;38053
"353990 POLONI";-;52;20;40;473;8;819;1412
"354000 POMPEIA";2;155;40;46;1520;355;3524;5642
"354010 PONGAI";1;41;17;22;194;6;466;747
"354020 PONTAL";16;802;184;278;3429;147;9223;14079
"354025 PONTALINDA";3;51;7;19;363;43;757;1243
"354030 PONTES GESTAL";-;34;11;8;190;9;430;682
"354040 POPULINA";1;46;17;23;235;34;699;1055
"354050 PORANGABA";7;129;40;57;559;13;1302;2107
"354060 PORTO FELIZ";14;692;155;202;5081;42;9425;15611
"354070 PORTO FERREIRA";8;879;256;327;3474;372;9948;15264
"354075 POTIM";5;354;126;136;1454;176;3504;5755
"354080 POTIRENDABA";5;259;49;75;1547;3;2413;4351
"354085 PRACINHA";-;17;-;5;107;1;266;396
"354090 PRADOPOLIS";9;176;58;80;1322;157;3256;5058
"354100 PRAIA GRANDE";368;6048;1840;2028;28907;201;54065;93457
"354105 PRATANIA";3;125;16;25;544;5;998;1716
"354110 PRESIDENTE ALVES";4;57;14;23;304;1;723;1126
"354120 PRESIDENTE BERNARDES";1;136;23;38;864;55;2017;3134
"354130 PRESIDENTE EPITACIO";29;818;512;429;2564;92;8571;13015
"354140 PRESIDENTE PRUDENTE";40;3140;787;911;18670;1539;38265;63352
"354150 PRESIDENTE VENCESLAU";6;493;174;317;2410;50;6509;9959
"354160 PROMISSAO";14;356;227;332;2795;99;7238;11061
"354165 QUADRA";1;59;5;8;329;1;508;911
"354170 QUATA";1;162;45;58;1205;14;2343;3828
"354180 QUEIROZ";-;65;5;11;362;-;574;1017
"354190 QUELUZ";4;145;106;120;659;28;2134;3196
"354200 QUINTANA";1;85;19;39;603;30;997;1774
"354210 RAFARD";1;141;42;44;732;10;1716;2686
"354220 RANCHARIA";9;440;108;129;2608;38;5661;8993
"354230 REDENCAO DA SERRA";1;63;32;35;266;10;703;1110
"354240 REGENTE FEIJO";5;252;53;76;1531;114;3253;5284
"354250 REGINOPOLIS";4;77;12;29;383;7;878;1390
"354260 REGISTRO";23;870;415;507;5669;48;12943;20475
"354270 RESTINGA";4;123;66;82;644;13;1517;2449
"354280 RIBEIRA";-;48;14;16;284;5;783;1150
"354290 RIBEIRAO BONITO";1;366;30;38;849;47;2586;3917
"354300 RIBEIRAO BRANCO";7;331;82;101;2013;6;4985;7525
"354310 RIBEIRAO CORRENTE";4;96;45;45;354;7;914;1465
"354320 RIBEIRAO DO SUL";1;30;14;13;332;77;724;1191
"354323 RIBEIRAO DOS INDIOS";-;35;5;11;103;4;322;480
"354325 RIBEIRAO GRANDE";1;50;10;12;747;3;1596;2419
"354330 RIBEIRAO PIRES";88;1708;838;917;7847;303;22268;33969
"354340 RIBEIRAO PRETO";292;11473;1922;2618;50541;7292;108892;183030
"354350 RIVERSUL";2;76;22;13;513;3;1255;1884
"354360 RIFAINA";-;43;20;16;301;15;534;929
"354370 RINCAO";5;130;64;87;731;21;2208;3246
"354380 RINOPOLIS";3;103;22;27;716;11;1583;2465
"354390 RIO CLARO";66;3502;752;944;16105;319;32758;54446
"354400 RIO DAS PEDRAS";18;454;247;327;2532;21;5847;9446
"354410 RIO GRANDE DA SERRA";46;948;409;473;3120;133;9209;14338
"354420 RIOLANDIA";1;164;32;45;785;50;1757;2834
"354425 ROSANA";5;257;56;60;1628;35;4256;6297
"354430 ROSEIRA";-;141;65;64;792;71;1880;3013
"354440 RUBIACEA";1;37;10;10;245;2;391;696
"354450 RUBINEIA";-;28;17;15;248;4;349;661
"354460 SABINO";9;58;30;37;346;7;851;1338
"354470 SAGRES";1;34;12;19;195;3;397;661
"354480 SALES";-;46;19;32;410;4;893;1404
"354490 SALES OLIVEIRA";1;76;19;32;936;33;1784;2881
"354500 SALESOPOLIS";26;330;199;185;1030;12;3733;5515
"354510 SALMOURAO";1;54;25;40;398;2;853;1373
"354515 SALTINHO";3;67;35;55;640;1;1074;1875
"354520 SALTO";55;2661;469;522;10853;189;20179;34928
"354530 SALTO DE PIRAPORA";17;641;126;156;3799;91;8235;13065
"354540 SALTO GRANDE";6;156;53;54;655;60;1751;2735
"354550 SANDOVALINA";1;77;23;24;310;30;782;1247
"354560 SANTA ADELIA";1;137;42;56;1198;17;2564;4015
"354570 SANTA ALBERTINA";1;85;25;16;432;55;826;1440
"354580 SANTA BARBARA D'OESTE";92;1435;954;1150;16443;146;31672;51892
"354600 SANTA BRANCA";9;224;68;74;788;180;2495;3838
"354610 SANTA CLARA D'OESTE";-;35;6;17;193;1;327;579
"354620 SANTA CRUZ DA CONCEICAO";-;48;17;19;202;6;525;817
"354625 SANTA CRUZ DA ESPERANCA";-;39;13;16;131;13;352;564
"354630 SANTA CRUZ DAS PALMEIRAS";11;409;51;52;2722;103;6165;9513
"354640 SANTA CRUZ DO RIO PARDO";10;304;121;107;4671;114;8550;13877
"354650 SANTA ERNESTINA";-;40;22;36;445;30;1013;1586
"354660 SANTA FE DO SUL";16;396;100;120;2991;28;4613;8264
"354670 SANTA GERTRUDES";4;391;83;124;2238;36;4387;7263
"354680 SANTA ISABEL";43;940;369;514;4362;121;11188;17537
"354690 SANTA LUCIA";2;121;28;33;657;21;1783;2645
"354700 SANTA MARIA DA SERRA";5;133;17;39;474;7;1140;1815
"354710 SANTA MERCEDES";1;30;12;61;201;3;506;814
"354720 SANTANA DA PONTE PENSA";-;9;3;2;109;3;167;293
"354730 SANTANA DE PARNAIBA";115;1936;854;920;15880;686;22229;42620
"354740 SANTA RITA D'OESTE";-;21;9;10;168;1;310;519
"354750 SANTA RITA DO PASSA QUATRO";9;280;56;75;1709;58;4063;6250
"354760 SANTA ROSA DE VITERBO";2;317;69;125;1226;503;4259;6501
"354765 SANTA SALETE";-;9;-;5;106;7;171;298
"354770 SANTO ANASTACIO";1;272;51;99;1344;94;3612;5473
"354780 SANTO ANDRE";203;9349;4101;5365;58655;835;128856;207364
"354790 SANTO ANTONIO DA ALEGRIA";2;109;8;18;478;66;1035;1716
"354800 SANTO ANTONIO DE POSSE";4;457;84;84;1719;121;3919;6388
"354805 SANTO ANTONIO DO ARACANGUA";1;178;54;47;605;11;1217;2113
"354810 SANTO ANTONIO DO JARDIM";4;62;7;15;427;9;953;1477
"354820 SANTO ANTONIO DO PINHAL";2;110;29;29;563;22;1348;2103
"354830 SANTO EXPEDITO";-;40;10;16;229;26;459;780
"354840 SANTOPOLIS DO AGUAPEI";1;57;10;9;398;6;833;1314
"354850 SANTOS";183;4559;1602;1982;31025;583;74051;113985
"354860 SAO BENTO DO SAPUCAI";1;190;33;56;813;19;1876;2988
"354870 SAO BERNARDO DO CAMPO";461;10974;4841;5068;68797;479;158132;248752
"354880 SAO CAETANO DO SUL";40;1370;594;727;12109;85;23456;38381
"354890 SAO CARLOS";37;3957;696;927;19462;2352;40009;67440
"354900 SAO FRANCISCO";1;21;7;11;157;22;453;672
"354910 SAO JOAO DA BOA VISTA";33;1458;284;335;6789;288;14142;23329
"354920 SAO JOAO DAS DUAS PONTES";1;19;8;10;186;4;426;654
"354925 SAO JOAO DE IRACEMA";-;17;1;6;169;1;249;443
"354930 SAO JOAO DO PAU D'ALHO";1;21;13;18;133;2;279;467
"354940 SAO JOAQUIM DA BARRA";14;1287;142;216;3337;70;9025;14091
"354950 SAO JOSE DA BELA VISTA";9;139;63;78;539;12;1826;2666
"354960 SAO JOSE DO BARREIRO";1;56;39;41;228;17;759;1141
"354970 SAO JOSE DO RIO PARDO";34;391;146;150;5004;70;9510;15305
"354980 SAO JOSE DO RIO PRETO";124;4302;1566;2186;40821;387;70198;119584
"354990 SAO JOSE DOS CAMPOS";118;9774;4128;4643;61746;2702;129753;212864
"354995 SAO LOURENCO DA SERRA";18;279;96;105;1265;68;2782;4613
"355000 SAO LUIS DO PARAITINGA";4;148;57;67;657;32;1791;2756
"355010 SAO MANUEL";11;731;158;156;3230;42;7786;12114
"355020 SAO MIGUEL ARCANJO";18;574;114;146;2482;244;6931;10509
"355030 SAO PAULO";13094;200256;79483;80442;1051290;4047;2508813;3937425
"355040 SAO PEDRO";14;568;127;138;2801;24;5447;9119
"355050 SAO PEDRO DO TURVO";2;57;20;32;559;137;1418;2225
"355060 SAO ROQUE";29;1515;469;516;6638;251;15691;25109
"355070 SAO SEBASTIAO";62;1437;666;542;8389;154;17587;28837
"355080 SAO SEBASTIAO DA GRAMA";7;140;20;25;666;33;2221;3112
"355090 SAO SIMAO";8;200;17;52;771;209;2621;3878
"355100 SAO VICENTE";536;6556;2994;2969;26212;968;72926;113161
"355110 SARAPUI";-;146;22;38;736;65;1646;2653
"355120 SARUTAIA";-;77;21;13;309;16;755;1191
"355130 SEBASTIANOPOLIS DO SUL";-;33;5;11;251;13;400;713
"355140 SERRA AZUL";3;223;17;30;677;141;1871;2962
"355150 SERRANA";17;1076;191;270;3325;563;8993;14435
"355160 SERRA NEGRA";7;499;90;115;1860;200;4484;7255
"355170 SERTAOZINHO";45;2332;618;712;10184;469;21875;36235
"355180 SETE BARRAS";10;275;106;123;1209;35;3352;5110
"355190 SEVERINIA";6;174;56;93;1356;25;3017;4727
"355200 SILVEIRAS";2;88;44;73;373;20;1065;1665
"355210 SOCORRO";12;465;137;176;2757;75;6041;9663
"355220 SOROCABA";246;8856;2705;3518;65069;1133;115474;197001
"355230 SUD MENNUCCI";-;94;23;34;633;82;1493;2359
"355240 SUMARE";202;4466;1876;1841;24524;1029;49654;83592
"355250 SUZANO";148;6239;2676;2695;27246;426;62232;101662
"355255 SUZANAPOLIS";-;21;17;15;234;49;624;960
"355260 TABAPUA";3;92;47;42;832;18;1828;2862
"355270 TABATINGA";5;234;68;112;1296;25;2908;4648
"355280 TABOAO DA SERRA";349;5045;2242;2323;27169;359;63860;101347
"355290 TACIBA";1;129;21;21;495;44;1065;1776
"355300 TAGUAI";2;152;38;73;1360;15;2252;3892
"355310 TAIACU";1;123;30;39;373;26;965;1557
"355320 TAIUVA";1;82;23;26;351;20;814;1317
"355330 TAMBAU";6;303;82;141;1864;89;4400;6885
"355340 TANABI";4;304;96;118;1927;5;3685;6139
"355350 TAPIRAI";2;136;24;29;700;27;1925;2843
"355360 TAPIRATIBA";2;148;15;25;887;42;2185;3304
"355365 TAQUARAL";-;31;5;7;166;13;548;770
"355370 TAQUARITINGA";11;615;117;174;3892;642;10264;15715
"355380 TAQUARITUBA";7;361;39;57;2252;24;4649;7389
"355385 TAQUARIVAI";1;82;13;28;697;1;1252;2074
"355390 TARABAI";2;143;47;36;479;56;1344;2107
"355395 TARUMA";5;230;65;84;1398;15;2692;4489
"355400 TATUI";49;1635;459;567;12173;62;22750;37695
"355410 TAUBATE";131;4590;2053;2205;24376;994;55007;89356
"355420 TEJUPA";-;78;21;17;446;16;1167;1745
"355430 TEODORO SAMPAIO";2;411;98;96;2250;80;4647;7584
"355440 TERRA ROXA";-;168;45;66;521;18;1585;2403
"355450 TIETE";5;543;105;143;3409;68;6836;11109
"355460 TIMBURI";1;20;6;10;121;28;408;594
"355465 TORRE DE PEDRA";1;21;10;7;192;2;376;609
"355470 TORRINHA";2;122;50;50;650;14;1393;2281
"355475 TRABIJU";-;24;6;3;127;2;272;434
"355480 TREMEMBE";22;744;331;376;3146;188;7176;11983
"355490 TRES FRONTEIRAS";4;103;37;40;451;2;796;1433
"355495 TUIUTI";-;91;35;32;440;6;814;1418
"355500 TUPA";22;756;233;360;4974;73;10909;17327
"355510 TUPI PAULISTA";3;176;47;106;970;34;1771;3107
"355520 TURIUBA";-;18;4;9;99;3;236;369
"355530 TURMALINA";1;10;4;4;93;11;208;331
"355535 UBARANA";-;78;40;46;488;18;1097;1767
"355540 UBATUBA";68;1428;975;762;7924;412;17387;28956
"355550 UBIRAJARA";5;181;40;44;400;15;853;1538
"355560 UCHOA";2;112;33;29;741;5;1456;2378
"355570 UNIAO PAULISTA";-;21;9;9;161;2;294;496
"355580 URANIA";2;65;16;29;643;67;1377;2199
"355590 URU";2;17;6;11;90;2;192;320
"355600 URUPES";3;102;38;61;980;7;1912;3103
"355610 VALENTIM GENTIL";4;182;42;40;1235;59;1765;3327
"355620 VALINHOS";38;1587;305;394;9466;468;17700;29958
"355630 VALPARAISO";11;431;70;67;2185;28;4259;7051
"355635 VARGEM";2;176;57;59;726;22;1287;2329
"355640 VARGEM GRANDE DO SUL";10;566;151;137;3852;70;7875;12661
"355645 VARGEM GRANDE PAULISTA";40;891;359;371;4305;662;9726;16354
"355650 VARZEA PAULISTA";26;1653;676;791;9830;119;23349;36444
"355660 VERA CRUZ";8;201;78;80;648;19;1933;2967
"355670 VINHEDO";25;987;187;261;6403;357;11813;20033
"355680 VIRADOURO";8;408;78;144;1311;57;3402;5408
"355690 VISTA ALEGRE DO ALTO";2;168;31;31;591;27;1070;1920
"355695 VITORIA BRASIL";-;9;3;5;134;19;296;466
"355700 VOTORANTIM";32;1843;434;548;11865;186;23591;38499
"355710 VOTUPORANGA";15;1018;206;258;8060;290;13468;23315
"355715 ZACARIAS";2;34;7;13;173;4;338;571
"355720 CHAVANTES";2;255;76;101;1046;23;2594;4097
"355730 ESTIVA GERBI";5;139;66;58;539;391;1715;2913
" MUNICIPIO IGNORADO - PR";-;2;-;-;4;11;112;129
"410010 ABATIA";2;89;10;9;734;34;1407;2285
"410020 ADRIANOPOLIS";-;97;16;33;503;29;1194;1872
"410030 AGUDOS DO SUL";4;203;44;52;805;39;1532;2679
"410040 ALMIRANTE TAMANDARE";47;3208;1021;1048;9535;813;25517;41189
"410045 ALTAMIRA DO PARANA";1;76;5;5;392;7;1039;1525
"410050 ALTONIA";4;234;36;67;1847;18;3756;5962
"410060 ALTO PARANA";10;78;52;59;1402;7;2364;3972
"410070 ALTO PIQUIRI";-;131;62;57;937;8;1932;3127
"410080 ALVORADA DO SUL";3;97;16;27;774;27;1519;2463
"410090 AMAPORA";-;64;26;44;529;4;1190;1857
"410100 AMPERE";1;395;47;67;1821;113;3283;5727
"410105 ANAHY";-;36;3;8;243;2;516;808
"410110 ANDIRA";8;133;39;192;1669;36;4208;6285
"410115 ANGULO";2;39;16;17;320;1;484;879
"410120 ANTONINA";16;566;96;129;1312;86;4159;6364
"410130 ANTONIO OLINTO";-;65;19;32;472;39;1167;1794
"410140 APUCARANA";91;1917;266;449;12406;13;23822;38964
"410150 ARAPONGAS";27;2286;457;549;10646;46;19921;33932
"410160 ARAPOTI";7;572;150;166;2245;139;6129;9408
"410165 ARAPUA";-;41;3;12;332;15;742;1145
"410170 ARARUNA";2;186;40;73;1360;69;2564;4294
"410180 ARAUCARIA";80;2636;524;581;16096;263;28542;48722
"410185 ARIRANHA DO IVAI";3;13;2;7;244;13;488;770
"410190 ASSAI";3;199;38;51;1298;64;3338;4991
"410200 ASSIS CHATEAUBRIAND";4;456;144;234;3101;56;5784;9779
"410210 ASTORGA";8;311;36;65;2542;2;4558;7522
"410220 ATALAIA";-;51;23;23;285;1;544;927
"410230 BALSA NOVA";1;230;73;64;1288;32;2254;3942
"410240 BANDEIRANTES";10;479;63;130;3099;20;6647;10448
"410250 BARBOSA FERRAZ";1;127;27;17;908;11;2206;3297
"410260 BARRACAO";3;206;32;53;921;35;2028;3278
"410270 BARRA DO JACARE";-;18;4;28;193;9;361;613
"410275 BELA VISTA DA CAROBA";-;38;4;13;278;15;776;1124
"410280 BELA VISTA DO PARAISO";3;281;43;56;1340;21;2878;4622
"410290 BITURUNA";8;340;55;58;1897;42;4472;6872
"410300 BOA ESPERANCA";-;38;4;7;424;8;750;1231
"410302 BOA ESPERANCA DO IGUACU";1;22;7;17;233;-;545;825
"410304 BOA VENTURA DE SAO ROQUE";-;99;24;33;576;4;1483;2219
"410305 BOA VISTA DA APARECIDA";-;236;31;33;716;3;1720;2739
"410310 BOCAIUVA DO SUL";5;221;85;81;1249;29;2361;4031
"410315 BOM JESUS DO SUL";-;41;8;26;377;8;748;1208
"410320 BOM SUCESSO";4;142;12;22;670;3;1319;2172
"410322 BOM SUCESSO DO SUL";1;30;3;6;299;2;526;867
"410330 BORRAZOPOLIS";2;92;6;15;618;2;1437;2172
