 Nascidos vivos - Brasil;;;;;
Nascim p/resid.mãe por Município e Anomalia congênita;;;;;
Período:2000-2022;;;;;
Município;Sim;Não;Não ou ignorado;Ignorado;Total
421270 PETROLANDIA;17;1614;55;2;1688
421280 BALNEARIO PICARRAS;39;6098;189;5;6331
421290 PINHALZINHO;38;5531;215;3;5787
421300 PINHEIRO PRETO;4;856;35;2;897
421310 PIRATUBA;18;1237;89;8;1352
421315 PLANALTO ALEGRE;4;678;46;2;730
421320 POMERODE;60;7625;293;5;7983
421330 PONTE ALTA;14;1638;97;23;1772
421335 PONTE ALTA DO NORTE;7;1230;72;3;1312
421340 PONTE SERRADA;38;3818;247;4;4107
421350 PORTO BELO;25;5037;179;9;5250
421360 PORTO UNIAO;87;10806;650;35;11578
421370 POUSO REDONDO;41;4889;192;7;5129
421380 PRAIA GRANDE;9;2017;123;5;2154
421390 PRESIDENTE CASTELLO BRANCO;8;335;21;6;370
421400 PRESIDENTE GETULIO;36;4485;191;177;4889
421410 PRESIDENTE NEREU;3;559;31;-;593
421415 PRINCESA;5;743;45;4;797
421420 QUILOMBO;18;3057;190;2;3267
421430 RANCHO QUEIMADO;7;689;38;12;746
421440 RIO DAS ANTAS;11;1511;80;3;1605
421450 RIO DO CAMPO;13;1969;103;2;2087
421460 RIO DO OESTE;15;1781;100;3;1899
421470 RIO DOS CEDROS;20;2346;101;9;2476
421480 RIO DO SUL;190;18835;917;28;19970
421490 RIO FORTUNA;12;1288;65;1;1366
421500 RIO NEGRINHO;130;14327;838;20;15315
421505 RIO RUFINO;7;690;40;2;739
421507 RIQUEZA;5;1230;85;4;1324
421510 RODEIO;21;2532;87;4;2644
421520 ROMELANDIA;9;1221;107;2;1339
421530 SALETE;19;2064;138;22;2243
421535 SALTINHO;8;1197;94;3;1302
421540 SALTO VELOSO;13;1096;68;1;1178
421545 SANGAO;32;3739;147;8;3926
421550 SANTA CECILIA;41;6826;431;28;7326
421555 SANTA HELENA;8;531;38;38;615
421560 SANTA ROSA DE LIMA;2;468;29;5;504
421565 SANTA ROSA DO SUL;18;2233;116;15;2382
421567 SANTA TEREZINHA;9;2208;170;9;2396
421568 SANTA TEREZINHA DO PROGRESSO;5;810;52;-;867
421569 SANTIAGO DO SUL;1;399;27;-;427
421570 SANTO AMARO DA IMPERATRIZ;76;5630;285;56;6047
421575 SAO BERNARDINO;5;889;54;2;950
421580 SAO BENTO DO SUL;195;25278;1375;135;26983
421590 SAO BONIFACIO;8;574;40;7;629
421600 SAO CARLOS;30;2535;112;16;2693
421605 SAO CRISTOVAO DO SUL;7;1709;90;5;1811
421610 SAO DOMINGOS;19;2598;150;7;2774
421620 SAO FRANCISCO DO SUL;129;13793;626;27;14575
421625 SAO JOAO DO OESTE;7;1259;66;5;1337
421630 SAO JOAO BATISTA;45;7471;243;814;8573
421635 SAO JOAO DO ITAPERIU;12;1062;48;1;1123
421640 SAO JOAO DO SUL;14;1913;94;8;2029
421650 SAO JOAQUIM;53;8102;396;10;8561
421660 SAO JOSE;742;64415;3029;622;68808
421670 SAO JOSE DO CEDRO;30;3712;243;12;3997
421680 SAO JOSE DO CERRITO;17;2107;113;5;2242
421690 SAO LOURENCO DO OESTE;69;7329;368;12;7778
421700 SAO LUDGERO;24;3539;135;20;3718
421710 SAO MARTINHO;7;795;52;1;855
421715 SAO MIGUEL DA BOA VISTA;3;447;35;-;485
421720 SAO MIGUEL DO OESTE;62;10679;501;4;11246
421725 SAO PEDRO DE ALCANTARA;5;714;54;13;786
421730 SAUDADES;24;2383;110;4;2521
421740 SCHROEDER;47;4933;186;5;5171
421750 SEARA;44;4887;308;13;5252
421755 SERRA ALTA;10;777;49;-;836
421760 SIDEROPOLIS;16;3121;175;11;3323
421770 SOMBRIO;55;8841;421;44;9361
421775 SUL BRASIL;8;757;44;1;810
421780 TAIO;48;5292;289;32;5661
421790 TANGARA;12;2063;126;9;2210
421795 TIGRINHOS;4;535;40;-;579
421800 TIJUCAS;104;11881;478;48;12511
421810 TIMBE DO SUL;7;1390;102;6;1505
421820 TIMBO;77;9727;454;28;10286
421825 TIMBO GRANDE;17;2599;186;39;2841
421830 TRES BARRAS;45;6837;320;14;7216
421835 TREVISO;3;804;35;11;853
421840 TREZE DE MAIO;15;1745;76;5;1841
421850 TREZE TILIAS;15;2093;69;12;2189
421860 TROMBUDO CENTRAL;17;1973;105;1;2096
421870 TUBARAO;235;27525;1335;39;29134
421875 TUNAPOLIS;9;1011;70;181;1271
421880 TURVO;27;3460;181;10;3678
421885 UNIAO DO OESTE;2;709;51;2;764
421890 URUBICI;11;3101;167;38;3317
421895 URUPEMA;7;732;43;2;784
421900 URUSSANGA;51;4572;241;21;4885
421910 VARGEAO;14;1126;56;2;1198
421915 VARGEM;11;762;47;7;827
421917 VARGEM BONITA;16;1591;116;6;1729
421920 VIDAL RAMOS;13;1785;127;4;1929
421930 VIDEIRA;135;16387;880;25;17427
421935 VITOR MEIRELES;20;1794;103;5;1922
421940 WITMARSUM;10;1079;55;5;1149
421950 XANXERE;138;14357;677;15;15187
421960 XAVANTINA;5;764;40;8;817
421970 XAXIM;82;8663;399;24;9168
421985 ZORTEA;11;953;51;14;1029
422000 BALNEARIO RINCAO;15;1894;-;5;1914
 MUNICIPIO IGNORADO - RS;-;1;-;-;1
430003 ACEGUA;13;1403;-;3;1419
430005 AGUA SANTA;7;899;42;9;957
430010 AGUDO;47;3818;284;22;4171
430020 AJURICABA;23;1566;98;2;1689
430030 ALECRIM;11;1295;98;4;1408
430040 ALEGRETE;192;20983;1415;18;22608
430045 ALEGRIA;2;860;63;3;928
430047 ALMIRANTE TAMANDARE DO SUL;2;409;-;1;412
430050 ALPESTRE;9;1766;155;4;1934
430055 ALTO ALEGRE;2;354;17;1;374
430057 ALTO FELIZ;8;490;23;5;526
430060 ALVORADA;1009;69723;4330;145;75207
430063 AMARAL FERRADOR;20;1395;87;29;1531
430064 AMETISTA DO SUL;11;2204;177;5;2397
430066 ANDRE DA ROCHA;4;242;8;1;255
430070 ANTA GORDA;13;1147;72;7;1239
430080 ANTONIO PRADO;23;2933;168;9;3133
430085 ARAMBARE;6;869;59;6;940
430087 ARARICA;16;1807;79;97;1999
430090 ARATIBA;16;1212;70;2;1300
430100 ARROIO DO MEIO;49;4851;187;6;5093
430105 ARROIO DO SAL;17;2110;93;14;2234
430107 ARROIO DO PADRE;4;493;-;65;562
430110 ARROIO DOS RATOS;39;3683;191;9;3922
430120 ARROIO DO TIGRE;38;3432;201;20;3691
430130 ARROIO GRANDE;55;4624;306;240;5225
430140 ARVOREZINHA;18;2612;151;10;2791
430150 AUGUSTO PESTANA;21;1469;95;1;1586
430155 AUREA;5;723;44;3;775
430160 BAGE;282;35691;2151;77;38201
430163 BALNEARIO PINHAL;18;2853;65;13;2949
430165 BARAO;12;1050;55;3;1120
430170 BARAO DE COTEGIPE;12;1471;87;6;1576
430175 BARAO DO TRIUNFO;17;1492;105;1;1615
430180 BARRACAO;8;1197;81;1;1287
430185 BARRA DO GUARITA;7;906;61;-;974
430187 BARRA DO QUARAI;13;902;61;35;1011
430190 BARRA DO RIBEIRO;26;3205;194;31;3456
430192 BARRA DO RIO AZUL;1;290;23;1;315
430195 BARRA FUNDA;4;637;25;5;671
430200 BARROS CASSAL;20;3113;188;21;3342
430205 BENJAMIN CONSTANT DO SUL;4;786;90;23;903
430210 BENTO GONCALVES;300;29780;1284;16;31380
430215 BOA VISTA DAS MISSOES;5;551;32;8;596
430220 BOA VISTA DO BURICA;11;1549;87;4;1651
430222 BOA VISTA DO CADEADO;3;455;-;1;459
430223 BOA VISTA DO INCRA;9;701;-;1;711
430225 BOA VISTA DO SUL;1;433;19;1;454
430230 BOM JESUS;22;3767;259;67;4115
430235 BOM PRINCIPIO;24;3097;141;41;3303
430237 BOM PROGRESSO;5;644;43;2;694
430240 BOM RETIRO DO SUL;39;3162;149;14;3364
430245 BOQUEIRAO DO LEAO;23;2233;149;8;2413
430250 BOSSOROCA;9;1513;117;4;1643
430258 BOZANO;5;440;-;-;445
430260 BRAGA;13;1030;89;2;1134
430265 BROCHIER;12;879;44;1;936
430270 BUTIA;61;5635;349;13;6058
430280 CACAPAVA DO SUL;84;8765;555;73;9477
430290 CACEQUI;30;3012;225;22;3289
430300 CACHOEIRA DO SUL;222;22903;1446;26;24597
430310 CACHOEIRINHA;466;38980;2145;93;41684
430320 CACIQUE DOBLE;8;1287;93;3;1391
430330 CAIBATE;12;1156;97;6;1271
430340 CAICARA;11;1060;103;1;1175
430350 CAMAQUA;261;18511;1118;65;19955
430355 CAMARGO;3;630;29;5;667
430360 CAMBARA DO SUL;12;1886;166;37;2101
430367 CAMPESTRE DA SERRA;4;559;46;2;611
430370 CAMPINA DAS MISSOES;8;1180;83;1;1272
430380 CAMPINAS DO SUL;7;1200;114;3;1324
430390 CAMPO BOM;192;18532;873;143;19740
430400 CAMPO NOVO;12;1633;116;6;1767
430410 CAMPOS BORGES;8;847;62;2;919
430420 CANDELARIA;39;7919;529;23;8510
430430 CANDIDO GODOI;9;1357;88;1;1455
430435 CANDIOTA;26;2948;154;6;3134
430440 CANELA;88;13995;790;17;14890
430450 CANGUCU;143;13067;797;369;14376
430460 CANOAS;955;107543;5913;957;115368
430461 CANUDOS DO VALE;1;330;-;1;332
430462 CAPAO BONITO DO SUL;4;368;-;1;373
430463 CAPAO DA CANOA;116;17155;761;129;18161
430465 CAPAO DO CIPO;10;744;-;2;756
430466 CAPAO DO LEAO;58;6387;386;939;7770
430467 CAPIVARI DO SUL;13;1004;53;2;1072
430468 CAPELA DE SANTANA;31;2827;164;6;3028
430469 CAPITAO;6;744;21;5;776
430470 CARAZINHO;93;18098;1018;10;19219
430471 CARAA;19;1161;73;21;1274
430480 CARLOS BARBOSA;58;6207;234;16;6515
430485 CARLOS GOMES;5;296;23;-;324
430490 CASCA;15;1739;97;27;1878
430495 CASEIROS;7;642;45;1;695
430500 CATUIPE;19;2008;134;4;2165
430510 CAXIAS DO SUL;770;128335;5890;251;135246
430511 CENTENARIO;3;565;29;-;597
430512 CERRITO;14;1078;73;117;1282
430513 CERRO BRANCO;4;765;64;2;835
430515 CERRO GRANDE;2;713;46;13;774
430517 CERRO GRANDE DO SUL;30;2931;119;10;3090
430520 CERRO LARGO;20;3003;168;7;3198
430530 CHAPADA;17;1801;120;17;1955
430535 CHARQUEADAS;83;8291;520;15;8909
430537 CHARRUA;3;1010;105;29;1147
430540 CHIAPETTA;1;1076;95;1;1173
430543 CHUI;8;1136;80;5;1229
430544 CHUVISCA;13;1388;79;2;1482
430545 CIDREIRA;29;3593;167;12;3801
430550 CIRIACO;5;1012;66;1;1084
430558 COLINAS;2;433;14;-;449
430560 COLORADO;3;545;26;5;579
430570 CONDOR;16;1500;96;3;1615
430580 CONSTANTINA;22;2601;173;104;2900
430583 COQUEIRO BAIXO;2;202;-;2;206
430585 COQUEIROS DO SUL;3;479;39;2;523
430587 CORONEL BARROS;3;577;28;4;612
430590 CORONEL BICACO;8;2295;142;6;2451
430593 CORONEL PILAR;4;217;-;2;223
430595 COTIPORA;6;579;36;-;621
430597 COXILHA;5;850;46;1;902
430600 CRISSIUMAL;15;3150;223;70;3458
430605 CRISTAL;13;2075;135;30;2253
430607 CRISTAL DO SUL;7;770;58;1;836
430610 CRUZ ALTA;231;19598;1266;58;21153
430613 CRUZALTENSE;3;409;-;-;412
430620 CRUZEIRO DO SUL;23;2423;107;10;2563
430630 DAVID CANABARRO;5;969;62;4;1040
430632 DERRUBADAS;5;816;76;-;897
430635 DEZESSEIS DE NOVEMBRO;7;581;49;4;641
430637 DILERMANDO DE AGUIAR;5;669;33;1;708
430640 DOIS IRMAOS;84;7836;331;80;8331
430642 DOIS IRMAOS DAS MISSOES;4;657;45;7;713
430645 DOIS LAJEADOS;2;563;27;6;598
430650 DOM FELICIANO;44;3936;256;21;4257
430655 DOM PEDRO DE ALCANTARA;5;467;30;4;506
430660 DOM PEDRITO;91;10305;755;184;11335
430670 DONA FRANCISCA;6;715;54;4;779
430673 DOUTOR MAURICIO CARDOSO;8;915;82;9;1014
430675 DOUTOR RICARDO;6;342;13;2;363
430676 ELDORADO DO SUL;137;11233;516;59;11945
430680 ENCANTADO;57;5194;260;59;5570
430690 ENCRUZILHADA DO SUL;34;6951;462;17;7464
430692 ENGENHO VELHO;8;541;43;9;601
430693 ENTRE-IJUIS;19;2279;135;2;2435
430695 ENTRE RIOS DO SUL;5;736;66;22;829
430697 EREBANGO;5;869;46;8;928
430700 ERECHIM;217;27943;1616;50;29826
430705 ERNESTINA;7;742;51;3;803
430710 HERVAL;20;1681;154;118;1973
430720 ERVAL GRANDE;12;1209;88;24;1333
430730 ERVAL SECO;14;2050;181;15;2260
430740 ESMERALDA;7;778;71;12;868
430745 ESPERANCA DO SUL;1;874;53;7;935
430750 ESPUMOSO;22;4304;251;14;4591
430755 ESTACAO;7;1453;80;6;1546
430760 ESTANCIA VELHA;128;12901;684;193;13906
430770 ESTEIO;236;27111;1437;90;28874
430780 ESTRELA;106;8503;426;9;9044
430781 ESTRELA VELHA;6;876;57;4;943
430783 EUGENIO DE CASTRO;2;654;44;-;700
430786 FAGUNDES VARELA;1;445;21;3;470
430790 FARROUPILHA;108;17758;863;79;18808
430800 FAXINAL DO SOTURNO;19;1419;90;11;1539
430805 FAXINALZINHO;8;628;57;21;714
430807 FAZENDA VILANOVA;12;1081;42;-;1135
430810 FELIZ;18;2896;153;44;3111
430820 FLORES DA CUNHA;57;7371;331;37;7796
430825 FLORIANO PEIXOTO;1;317;32;1;351
430830 FONTOURA XAVIER;28;2815;174;12;3029
430840 FORMIGUEIRO;11;1498;88;-;1597
430843 FORQUETINHA;1;379;-;-;380
430845 FORTALEZA DOS VALOS;13;1127;82;10;1232
430850 FREDERICO WESTPHALEN;60;8282;466;42;8850
430860 GARIBALDI;60;7438;312;11;7821
430865 GARRUCHOS;8;683;41;1;733
430870 GAURAMA;3;1138;72;3;1216
430880 GENERAL CAMARA;20;1811;131;1;1963
430885 GENTIL;3;425;10;1;439
430890 GETULIO VARGAS;24;3950;244;21;4239
430900 GIRUA;60;4369;296;13;4738
430905 GLORINHA;18;1626;65;12;1721
430910 GRAMADO;101;11026;448;42;11617
430912 GRAMADO DOS LOUREIROS;11;630;34;21;696
430915 GRAMADO XAVIER;15;1108;84;8;1215
430920 GRAVATAI;538;76863;4496;197;82094
430925 GUABIJU;1;244;8;3;256
430930 GUAIBA;283;28511;1943;63;30800
430940 GUAPORE;41;5957;319;51;6368
430950 GUARANI DAS MISSOES;8;1819;138;4;1969
430955 HARMONIA;11;964;41;15;1031
430957 HERVEIRAS;12;816;53;8;889
430960 HORIZONTINA;34;4906;272;18;5230
430965 HULHA NEGRA;15;1920;105;1;2041
430970 HUMAITA;3;1013;74;11;1101
430975 IBARAMA;7;1147;87;6;1247
430980 IBIACA;1;882;68;1;952
430990 IBIRAIARAS;6;1528;108;5;1647
430995 IBIRAPUITA;10;1008;81;4;1103
431000 IBIRUBA;27;5301;266;31;5625
431010 IGREJINHA;109;7885;506;2849;11349
431020 IJUI;209;23054;1358;28;24649
431030 ILOPOLIS;5;983;58;1;1047
431033 IMBE;47;5589;218;21;5875
431036 IMIGRANTE;8;532;36;1;577
431040 INDEPENDENCIA;10;1570;114;6;1700
431041 INHACORA;5;659;41;1;706
431043 IPE;4;1167;51;1;1223
431046 IPIRANGA DO SUL;1;326;35;2;364
431050 IRAI;9;2337;164;14;2524
431053 ITAARA;7;1320;67;4;1398
431055 ITACURUBI;7;724;52;2;785
431057 ITAPUCA;5;509;41;2;557
431060 ITAQUI;52;12476;848;39;13415
431065 ITATI;5;595;-;3;603
431070 ITATIBA DO SUL;9;846;84;-;939
431075 IVORA;1;375;27;1;404
431080 IVOTI;55;5480;241;33;5809
431085 JABOTICABA;13;934;69;9;1025
431087 JACUIZINHO;4;521;-;-;525
431090 JACUTINGA;5;703;43;1;752
431100 JAGUARAO;80;7578;569;229;8456
431110 JAGUARI;16;2223;172;7;2418
431112 JAQUIRANA;8;1246;87;17;1358
431113 JARI;9;774;51;2;836
431115 JOIA;23;2122;131;4;2280
431120 JULIO DE CASTILHOS;38;5663;421;43;6165
431123 LAGOA BONITA DO SUL;9;626;-;-;635
431125 LAGOAO;20;1708;115;8;1851
431127 LAGOA DOS TRES CANTOS;1;309;23;1;334
431130 LAGOA VERMELHA;53;8354;492;76;8975
431140 LAJEADO;257;22496;1035;15;23803
431142 LAJEADO DO BUGRE;4;773;53;7;837
431150 LAVRAS DO SUL;16;1828;116;9;1969
431160 LIBERATO SALZANO;16;1395;92;19;1522
431162 LINDOLFO COLLOR;17;1683;96;8;1804
431164 LINHA NOVA;3;201;14;4;222
431170 MACHADINHO;13;1527;102;3;1645
431171 MACAMBARA;19;1104;56;2;1181
431173 MAMPITUBA;4;811;54;4;873
431175 MANOEL VIANA;19;1692;81;2;1794
431177 MAQUINE;12;1614;105;17;1748
431179 MARATA;4;458;22;-;484
431180 MARAU;108;10519;467;29;11123
431190 MARCELINO RAMOS;8;1016;88;6;1118
431198 MARIANA PIMENTEL;15;810;59;8;892
431200 MARIANO MORO;1;395;33;-;429
431205 MARQUES DE SOUZA;10;777;48;1;836
431210 MATA;12;1054;100;3;1169
431213 MATO CASTELHANO;4;702;33;1;740
431215 MATO LEITAO;10;847;38;28;923
431217 MATO QUEIMADO;-;421;-;1;422
431220 MAXIMILIANO DE ALMEIDA;4;1122;90;1;1217
431225 MINAS DO LEAO;19;2265;118;8;2410
431230 MIRAGUAI;7;1324;86;6;1423
431235 MONTAURI;2;269;16;1;288
431237 MONTE ALEGRE DOS CAMPOS;12;744;56;5;817
431238 MONTE BELO DO SUL;6;426;19;1;452
431240 MONTENEGRO;219;18813;938;31;20001
431242 MORMACO;6;624;42;3;675
431244 MORRINHOS DO SUL;9;604;44;4;661
431245 MORRO REDONDO;10;1056;74;105;1245
431247 MORRO REUTER;11;1284;63;11;1369
431250 MOSTARDAS;28;2982;177;10;3197
431260 MUCUM;8;1007;44;3;1062
431261 MUITOS CAPOES;6;665;40;9;720
431262 MULITERNO;2;484;38;2;526
431265 NAO-ME-TOQUE;14;4545;220;5;4784
431267 NICOLAU VERGUEIRO;2;435;18;2;457
431270 NONOAI;36;3813;339;154;4342
431275 NOVA ALVORADA;6;834;62;-;902
431280 NOVA ARACA;4;1130;19;-;1153
431290 NOVA BASSANO;18;1754;97;1;1870
431295 NOVA BOA VISTA;9;373;16;-;398
431300 NOVA BRESCIA;7;560;57;2;626
431301 NOVA CANDELARIA;4;596;29;4;633
431303 NOVA ESPERANCA DO SUL;13;1107;51;-;1171
431306 NOVA HARTZ;50;5218;282;352;5902
431308 NOVA PADUA;10;369;16;1;396
431310 NOVA PALMA;12;1459;109;-;1580
431320 NOVA PETROPOLIS;46;4816;199;40;5101
431330 NOVA PRATA;42;6430;284;14;6770
431333 NOVA RAMADA;1;524;34;3;562
431335 NOVA ROMA DO SUL;3;569;27;3;602
431337 NOVA SANTA RITA;77;7077;229;58;7441
431339 NOVO CABRAIS;6;797;35;-;838
431340 NOVO HAMBURGO;520;68276;4069;812;73677
431342 NOVO MACHADO;1;658;53;6;718
431344 NOVO TIRADENTES;2;527;25;2;556
431346 NOVO XINGU;1;366;-;10;377
431349 NOVO BARREIRO;5;936;50;11;1002
431350 OSORIO;105;12699;675;44;13523
431360 PAIM FILHO;5;839;52;1;897
431365 PALMARES DO SUL;21;2884;197;9;3111
431370 PALMEIRA DAS MISSOES;99;10948;719;154;11920
431380 PALMITINHO;14;1860;159;9;2042
431390 PANAMBI;92;11926;610;97;12725
431395 PANTANO GRANDE;14;2584;186;8;2792
431400 PARAI;10;1582;65;9;1666
431402 PARAISO DO SUL;18;1486;89;1;1594
431403 PARECI NOVO;11;828;33;5;877
431405 PAROBE;192;15263;927;1353;17735
431406 PASSA SETE;7;1112;91;10;1220
431407 PASSO DO SOBRADO;14;1166;36;28;1244
431410 PASSO FUNDO;394;59921;3161;84;63560
431413 PAULO BENTO;1;396;-;1;398
431415 PAVERAMA;26;1639;59;4;1728
431417 PEDRAS ALTAS;9;520;-;32;561
431420 PEDRO OSORIO;13;1854;109;199;2175
431430 PEJUCARA;6;892;48;3;949
431440 PELOTAS;773;78683;5611;13194;98261
431442 PICADA CAFE;12;1006;63;16;1097
431445 PINHAL;5;746;75;3;829
431446 PINHAL DA SERRA;2;441;-;2;445
431447 PINHAL GRANDE;9;963;78;6;1056
431449 PINHEIRINHO DO VALE;15;1103;55;7;1180
431450 PINHEIRO MACHADO;25;2652;214;180;3071
431454 PINTO BANDEIRA;2;247;-;-;249
431455 PIRAPO;3;465;52;-;520
431460 PIRATINI;60;4083;270;213;4626
431470 PLANALTO;22;2939;276;13;3250
431475 POCO DAS ANTAS;4;403;24;-;431
431477 PONTAO;8;1003;65;3;1079
431478 PONTE PRETA;7;303;20;-;330
431480 PORTAO;71;8327;408;94;8900
431490 PORTO ALEGRE;6171;395683;23289;528;425671
431500 PORTO LUCENA;7;847;65;-;919
431505 PORTO MAUA;3;460;23;2;488
431507 PORTO VERA CRUZ;2;329;20;-;351
431510 PORTO XAVIER;12;2843;207;8;3070
431513 POUSO NOVO;5;400;19;6;430
431514 PRESIDENTE LUCENA;8;611;36;5;660
431515 PROGRESSO;15;1337;94;16;1462
431517 PROTASIO ALVES;4;332;21;-;357
431520 PUTINGA;6;767;56;2;831
431530 QUARAI;78;6694;412;24;7208
431531 QUATRO IRMAOS;-;423;-;-;423
431532 QUEVEDOS;6;533;31;4;574
431535 QUINZE DE NOVEMBRO;15;788;28;6;837
431540 REDENTORA;43;4416;254;225;4938
431545 RELVADO;3;321;17;-;341
431550 RESTINGA SECA;37;3709;223;15;3984
431555 RIO DOS INDIOS;7;763;87;20;877
431560 RIO GRANDE;527;57306;3298;616;61747
431570 RIO PARDO;49;9138;599;13;9799
431575 RIOZINHO;21;934;71;50;1076
431580 ROCA SALES;18;2145;96;30;2289
431590 RODEIO BONITO;18;1781;105;2;1906
431595 ROLADOR;2;469;-;2;473
431600 ROLANTE;71;5178;305;272;5826
431610 RONDA ALTA;17;2648;145;7;2817
431620 RONDINHA;5;1067;66;2;1140
431630 ROQUE GONZALES;14;1540;104;3;1661
431640 ROSARIO DO SUL;87;11164;763;40;12054
431642 SAGRADA FAMILIA;12;628;37;7;684
431643 SALDANHA MARINHO;2;542;30;6;580
431645 SALTO DO JACUI;18;3372;205;29;3624
431647 SALVADOR DAS MISSOES;4;485;21;-;510
431650 SALVADOR DO SUL;10;1631;77;2;1720
431660 SANANDUVA;29;3578;211;4;3822
431670 SANTA BARBARA DO SUL;7;2212;157;16;2392
431673 SANTA CECILIA DO SUL;3;366;-;2;371
431675 SANTA CLARA DO SUL;19;1334;51;-;1404
431680 SANTA CRUZ DO SUL;471;33788;1866;67;36192
431690 SANTA MARIA;754;74512;4125;84;79475
431695 SANTA MARIA DO HERVAL;17;1136;58;20;1231
431697 SANTA MARGARIDA DO SUL;1;462;-;1;464
431700 SANTANA DA BOA VISTA;9;1678;127;68;1882
431710 SANT'ANA DO LIVRAMENTO;156;25407;1737;529;27829
431720 SANTA ROSA;120;20246;1150;98;21614
431725 SANTA TEREZA;2;252;17;-;271
431730 SANTA VITORIA DO PALMAR;68;8777;595;27;9467
431740 SANTIAGO;131;13061;866;17;14075
431750 SANTO ANGELO;163;22650;1405;11;24229
431755 SANTO ANTONIO DO PALMA;5;409;19;6;439
431760 SANTO ANTONIO DA PATRULHA;100;9858;571;104;10633
431770 SANTO ANTONIO DAS MISSOES;20;2675;200;5;2900
431775 SANTO ANTONIO DO PLANALTO;2;491;25;-;518
431780 SANTO AUGUSTO;12;4051;263;5;4331
431790 SANTO CRISTO;10;3313;194;8;3525
431795 SANTO EXPEDITO DO SUL;5;544;42;1;592
431800 SAO BORJA;173;18236;1175;34;19618
431805 SAO DOMINGOS DO SUL;2;559;39;1;601
431810 SAO FRANCISCO DE ASSIS;55;4216;265;15;4551
431820 SAO FRANCISCO DE PAULA;30;6152;362;151;6695
431830 SAO GABRIEL;166;17457;1125;16;18764
431840 SAO JERONIMO;52;6602;384;10;7048
431842 SAO JOAO DA URTIGA;6;845;67;-;918
431843 SAO JOAO DO POLESINE;8;539;39;5;591
431844 SAO JORGE;4;528;22;1;555
431845 SAO JOSE DAS MISSOES;8;681;45;11;745
431846 SAO JOSE DO HERVAL;2;502;41;5;550
431848 SAO JOSE DO HORTENCIO;7;846;30;3;886
431849 SAO JOSE DO INHACORA;2;396;29;-;427
431850 SAO JOSE DO NORTE;64;6501;368;61;6994
431860 SAO JOSE DO OURO;20;1692;104;1;1817
431861 SAO JOSE DO SUL;5;420;-;1;426
431862 SAO JOSE DOS AUSENTES;6;1071;76;7;1160
431870 SAO LEOPOLDO;319;66292;3921;346;70878
431880 SAO LOURENCO DO SUL;68;9967;617;118;10770
431890 SAO LUIZ GONZAGA;92;10408;703;39;11242
431900 SAO MARCOS;19;5033;281;22;5355
431910 SAO MARTINHO;18;1296;73;4;1391
431912 SAO MARTINHO DA SERRA;7;624;24;-;655
431915 SAO MIGUEL DAS MISSOES;13;2008;115;5;2141
431920 SAO NICOLAU;18;1404;121;6;1549
431930 SAO PAULO DAS MISSOES;5;1272;105;9;1391
431935 SAO PEDRO DA SERRA;9;777;55;4;845
431936 SAO PEDRO DAS MISSOES;4;510;-;8;522
431937 SAO PEDRO DO BUTIA;5;585;40;-;630
431940 SAO PEDRO DO SUL;43;3736;257;7;4043
431950 SAO SEBASTIAO DO CAI;66;6991;379;39;7475
431960 SAO SEPE;43;5867;393;9;6312
431970 SAO VALENTIM;7;759;50;3;819
431971 SAO VALENTIM DO SUL;2;308;19;-;329
431973 SAO VALERIO DO SUL;2;932;50;3;987
431975 SAO VENDELINO;4;422;12;4;442
431980 SAO VICENTE DO SUL;14;2076;153;30;2273
431990 SAPIRANGA;234;25133;1583;1135;28085
432000 SAPUCAIA DO SUL;356;38765;2450;87;41658
432010 SARANDI;52;6013;311;28;6404
432020 SEBERI;19;3329;204;11;3563
432023 SEDE NOVA;9;732;49;1;791
432026 SEGREDO;7;1872;116;10;2005
432030 SELBACH;9;1137;68;8;1222
432032 SENADOR SALGADO FILHO;13;621;34;1;669
432035 SENTINELA DO SUL;10;1248;56;3;1317
432040 SERAFINA CORREA;23;3942;149;13;4127
432045 SERIO;5;416;31;7;459
432050 SERTAO;11;1355;94;2;1462
432055 SERTAO SANTANA;16;1398;73;2;1489
432057 SETE DE SETEMBRO;1;413;28;-;442
432060 SEVERIANO DE ALMEIDA;6;775;48;5;834
432065 SILVEIRA MARTINS;4;492;21;-;517
432067 SINIMBU;12;1918;118;22;2070
432070 SOBRADINHO;40;4112;275;20;4447
432080 SOLEDADE;78;8819;563;27;9487
432085 TABAI;15;1072;42;2;1131
432090 TAPEJARA;45;5837;233;46;6161
432100 TAPERA;23;2800;154;12;2989
432110 TAPES;30;4365;357;28;4780
432120 TAQUARA;139;14347;846;840;16172
432130 TAQUARI;60;6977;358;35;7430
432132 TAQUARUCU DO SUL;5;731;36;4;776
432135 TAVARES;10;1048;49;5;1112
432140 TENENTE PORTELA;27;4969;312;20;5328
432143 TERRA DE AREIA;19;2528;172;15;2734
432145 TEUTONIA;102;7864;324;4;8294
432146 TIO HUGO;5;710;-;2;717
432147 TIRADENTES DO SUL;6;1465;112;8;1591
432149 TOROPI;6;523;33;2;564
432150 TORRES;104;11320;568;51;12043
432160 TRAMANDAI;130;15454;756;70;16410
432162 TRAVESSEIRO;5;374;18;-;397
432163 TRES ARROIOS;4;367;24;1;396
432166 TRES CACHOEIRAS;22;2548;142;9;2721
432170 TRES COROAS;77;6540;318;380;7315
432180 TRES DE MAIO;40;6232;352;28;6652
